Twi Audio Clip,English Text
twi_clips\twi_clip_048.wav,﻿Let's use Accra for am example/
twi_clips\twi_clip_049.wav,﻿All the people you see there come ffOrti different places to form the City.
twi_clips\twi_clip_050.wav,﻿The Indigenes there are just few.
twi_clips\twi_clip_051.wav,﻿People from different Villages and Towns are there //
twi_clips\twi_clip_052.wav,﻿Its same with Kumasi.
twi_clips\twi_clip_053.wav,﻿Blacks travel all the way : to the white man's land./
twi_clips\twi_clip_054.wav,"﻿They don't have relatives, neither do they have houses there."
twi_clips\twi_clip_055.wav,﻿They travel on the Plane to go and work there and things work p'.ut for them
twi_clips\twi_clip_056.wav,﻿It-s the same here too.
twi_clips\twi_clip_057.wav,﻿Were you having relatives in the City when you went there the first time ?
twi_clips\twi_clip_058.wav,﻿^'\\<<»<A<»V?V
twi_clips\twi_clip_059.wav,﻿There's creature that people compare it's existance to God.
twi_clips\twi_clip_060.wav,﻿It lives a strange life.
twi_clips\twi_clip_061.wav,﻿It lives in the chest tress.
twi_clips\twi_clip_062.wav,﻿Nobody knows how it gets there.
twi_clips\twi_clip_063.wav,﻿You don't have to think of relatives there before you make a move.
twi_clips\twi_clip_064.wav,﻿It's called Hustling
twi_clips\twi_clip_065.wav,﻿. You're going to hustle.
twi_clips\twi_clip_066.wav,﻿
twi_clips\twi_clip_067.wav,﻿T^nk about it. I wish you well
twi_clips\twi_clip_068.wav,﻿I know you will come across your luck.
twi_clips\twi_clip_069.wav,﻿MothefiT^e heard you.
twi_clips\twi_clip_070.wav,﻿Iwill go.
twi_clips\twi_clip_071.wav,﻿If things go well for me I will enjoy the benefit/
twi_clips\twi_clip_072.wav,﻿If things don't go on well for me I will accept it like that.
twi_clips\twi_clip_073.wav,﻿Incase I die too they will bury me there.
twi_clips\twi_clip_074.wav,﻿I can leave now if you want me to.
twi_clips\twi_clip_075.wav,﻿
twi_clips\twi_clip_076.wav,"﻿a

<3

o

0

O O o O"
twi_clips\twi_clip_077.wav,﻿You're^ of me isn't it ?
twi_clips\twi_clip_078.wav,﻿You'retired of me isn't it ?
twi_clips\twi_clip_079.wav,"﻿You're tired of me isn't it

® •«*

o ©

O 4

®	-^^ o . • O 6 O O ® ^ » ^^

Z 0,o »*e o o o o*o ob o O o o o « V o o Q CT-Qj^k o #o o



<w



o

* o

2 .o

• 0	•

°*	' . # O o

zr °

r^* • x» o *^» 0 ^a o o o o o* - 6 0*0 *o o^o^-* o - o &*o o’** ^> ta 'e^Nj <J O O ^0^0 S O ^^	° o o °

o



X^0 * ^

o"
twi_clips\twi_clip_080.wav,﻿
twi_clips\twi_clip_081.wav,"﻿I have become a burden to you. i,w if y°u sayso-"
twi_clips\twi_clip_082.wav,"﻿I have become a burden to you.

1 will leave if you say so."
twi_clips\twi_clip_083.wav,﻿
twi_clips\twi_clip_084.wav,﻿
twi_clips\twi_clip_085.wav,﻿
twi_clips\twi_clip_086.wav,﻿I
twi_clips\twi_clip_087.wav,﻿
twi_clips\twi_clip_088.wav,"﻿I see myself as a,problem to ydu."
twi_clips\twi_clip_089.wav,"﻿I wili relieve yo,u ofjthe ^burden when I leave."
twi_clips\twi_clip_090.wav,﻿
twi_clips\twi_clip_091.wav,﻿s * '
twi_clips\twi_clip_092.wav,﻿
twi_clips\twi_clip_093.wav,﻿I can even go this afternoon.
twi_clips\twi_clip_094.wav,﻿Am telling you this as a mother who IpVe? her daughter.
twi_clips\twi_clip_095.wav,﻿
twi_clips\twi_clip_096.wav,﻿
twi_clips\twi_clip_097.wav,﻿00 you have to give me a reply to put me in shock ?
twi_clips\twi_clip_098.wav,﻿
twi_clips\twi_clip_099.wav,﻿You think yourself as wise.
twi_clips\twi_clip_100.wav,﻿
twi_clips\twi_clip_101.wav,﻿
twi_clips\twi_clip_102.wav,﻿Listen to me carefully.
twi_clips\twi_clip_103.wav,﻿Listen to me carefully.
twi_clips\twi_clip_104.wav,﻿The world as it is.
twi_clips\twi_clip_105.wav,﻿Get this into your head.
twi_clips\twi_clip_106.wav,﻿A woman seeking child/
twi_clips\twi_clip_107.wav,﻿She who wants a husband/
twi_clips\twi_clip_108.wav,﻿The one looking for money and property.
twi_clips\twi_clip_109.wav,"﻿Their wifes, husband or children will not be buried with them when they die."
twi_clips\twi_clip_110.wav,﻿They will not take their wealth with them as well.
twi_clips\twi_clip_111.wav,﻿Death is there for all to taste.
twi_clips\twi_clip_112.wav,﻿Where you die there will you be buried.
twi_clips\twi_clip_113.wav,﻿You are just a child/ And am showing you the way. -
twi_clips\twi_clip_114.wav,﻿To grab the glory ••God has given you.
twi_clips\twi_clip_115.wav,﻿The downfall of a man is not the end of his life.
twi_clips\twi_clip_116.wav,﻿Am encouraging you to move on in life.
twi_clips\twi_clip_117.wav,﻿You're tailing me about death and life.
twi_clips\twi_clip_118.wav,﻿Who told you some lands reject dead bodies ?
twi_clips\twi_clip_119.wav,﻿No land rejects dead bodies.
twi_clips\twi_clip_120.wav,﻿
twi_clips\twi_clip_121.wav,﻿
twi_clips\twi_clip_122.wav,"﻿If you even die Abroad

I Will n'ot fly your body her to bury it."
twi_clips\twi_clip_123.wav,﻿
twi_clips\twi_clip_124.wav,﻿A dead body taken to the cometary is not brought back home.
twi_clips\twi_clip_125.wav,﻿What was that for ?
twi_clips\twi_clip_126.wav,﻿Was that your mind ?
twi_clips\twi_clip_127.wav,﻿I want things to go well for you
twi_clips\twi_clip_128.wav,"﻿Take it or leave it.

You just can't live here."
twi_clips\twi_clip_129.wav,﻿If your mind is on death or life that's up to you.
twi_clips\twi_clip_130.wav,"﻿As for me l,giv.e' you my blessings."
twi_clips\twi_clip_131.wav,"﻿God should I, t you come by your blessing."
twi_clips\twi_clip_132.wav,﻿These workers.
twi_clips\twi_clip_133.wav,﻿It's not proper to leave your job in the hands of people
twi_clips\twi_clip_134.wav,﻿They left leaving everything here dirty.
twi_clips\twi_clip_135.wav,﻿Look how dirty they left the showcase.
twi_clips\twi_clip_136.wav,﻿How can customers come and buy?
twi_clips\twi_clip_137.wav,﻿Meanwhile they complain of poor patronage.
twi_clips\twi_clip_138.wav,﻿Ipeed to pay attention to my business.
twi_clips\twi_clip_139.wav,﻿I need to concentrate on things myself.
twi_clips\twi_clip_140.wav,﻿Do you ant to buy something?
twi_clips\twi_clip_141.wav,"﻿JG^	aw

don’t you need a worker ?"
twi_clips\twi_clip_142.wav,﻿
twi_clips\twi_clip_143.wav,"﻿I need a worker.

All my workers have travelled."
twi_clips\twi_clip_144.wav,"﻿need a worker.

A I my workers have travelled."
twi_clips\twi_clip_145.wav,"﻿I need a worker.

All my workers have travelled."
twi_clips\twi_clip_146.wav,﻿I am burdened with work here.
twi_clips\twi_clip_147.wav,﻿I am burdened with work here.
twi_clips\twi_clip_148.wav,"﻿iaita jfe^B ] jjbbs]

a job can I work with you?"
twi_clips\twi_clip_149.wav,﻿I don't have a problem if only you're ready to work.
twi_clips\twi_clip_150.wav,﻿I need a work r
twi_clips\twi_clip_151.wav,﻿Do you think you can work looking at your appearance?
twi_clips\twi_clip_152.wav,﻿Madam I can do any work you assign to me.
twi_clips\twi_clip_153.wav,﻿Madam I can do any work you assign to me.
twi_clips\twi_clip_154.wav,﻿Am concern about you complexion
twi_clips\twi_clip_155.wav,﻿Because I work 'n the Sun. don't have an umbrella
twi_clips\twi_clip_156.wav,﻿Where do you stay ?
twi_clips\twi_clip_157.wav,﻿
twi_clips\twi_clip_158.wav,﻿Go home and come back tomorrow morning by 6am.
twi_clips\twi_clip_159.wav,﻿Let me start to day/ - Is that so ?
twi_clips\twi_clip_160.wav,﻿Let me start today -That's a good news.
twi_clips\twi_clip_161.wav,﻿e
twi_clips\twi_clip_162.wav,﻿Since you're ready I will assign you with some work now.
twi_clips\twi_clip_163.wav,﻿Get up..
twi_clips\twi_clip_164.wav,﻿
twi_clips\twi_clip_165.wav,"﻿1^'



'? la"
twi_clips\twi_clip_166.wav,﻿This place is dirty sweep ft.
twi_clips\twi_clip_167.wav,﻿
twi_clips\twi_clip_168.wav,﻿
twi_clips\twi_clip_169.wav,﻿
twi_clips\twi_clip_170.wav,﻿
twi_clips\twi_clip_171.wav,﻿
twi_clips\twi_clip_172.wav,﻿
twi_clips\twi_clip_173.wav,﻿
twi_clips\twi_clip_174.wav,"﻿• i

» 1"
twi_clips\twi_clip_175.wav,﻿
twi_clips\twi_clip_176.wav,﻿
twi_clips\twi_clip_177.wav,﻿
twi_clips\twi_clip_178.wav,﻿
twi_clips\twi_clip_179.wav,﻿I want to buy rice. - How muc'h ?
twi_clips\twi_clip_180.wav,﻿
twi_clips\twi_clip_181.wav,﻿
twi_clips\twi_clip_182.wav,﻿
twi_clips\twi_clip_183.wav,"﻿Please just a mom'ent.

-I want to byy rjce."
twi_clips\twi_clip_184.wav,﻿I will be back.
twi_clips\twi_clip_185.wav,﻿
twi_clips\twi_clip_186.wav,﻿What are you doing there?
twi_clips\twi_clip_187.wav,﻿Am tired I have pain in my neck.
twi_clips\twi_clip_188.wav,﻿You have the guts to tell me you're tired ?
twi_clips\twi_clip_189.wav,﻿Didn't you say you can work?
twi_clips\twi_clip_190.wav,"﻿Go and bring the rest, peharps you want me to do that/"
twi_clips\twi_clip_191.wav,﻿Its just left with a few.
twi_clips\twi_clip_192.wav,﻿Hurry up and go.
twi_clips\twi_clip_193.wav,﻿
twi_clips\twi_clip_194.wav,﻿Please be patient With hpr she says sh'e-s tired.-
twi_clips\twi_clip_195.wav,﻿Shoul I wait until she gets over her tiredness ?
twi_clips\twi_clip_196.wav,﻿
twi_clips\twi_clip_197.wav,﻿Go and bring my chacaol.
twi_clips\twi_clip_198.wav,﻿
twi_clips\twi_clip_199.wav,﻿Madam am not refusing I have pain in my neck.
twi_clips\twi_clip_200.wav,﻿You're feigning tiredness. Am not tired why should you be?
twi_clips\twi_clip_201.wav,﻿Hurry and go bring the rest.
twi_clips\twi_clip_202.wav,﻿Please calm down.
twi_clips\twi_clip_203.wav,﻿Hurry up.
twi_clips\twi_clip_204.wav,﻿You're a worker behaving as if you're staying with your parents.
twi_clips\twi_clip_205.wav,﻿She has the mouth' to say she's tired.
twi_clips\twi_clip_206.wav,﻿Be patient.
twi_clips\twi_clip_207.wav,"﻿

^.^"
twi_clips\twi_clip_208.wav,﻿Why're yo'u not quick in whatever youdo.
twi_clips\twi_clip_209.wav,﻿
twi_clips\twi_clip_210.wav,﻿Be quick aboutfit'.
twi_clips\twi_clip_211.wav,﻿
twi_clips\twi_clip_212.wav,﻿Give tha to me.
twi_clips\twi_clip_213.wav,"﻿You,ve been on this for an hour now."
twi_clips\twi_clip_214.wav,﻿As a wo’man you ng d to :be quick in God preparation.
twi_clips\twi_clip_215.wav,﻿
twi_clips\twi_clip_216.wav,﻿Take it and be quick’With it.
twi_clips\twi_clip_217.wav,﻿
twi_clips\twi_clip_218.wav,﻿You always push me to talk making people hear us.
twi_clips\twi_clip_219.wav,﻿You make me talk much because we're working together.
twi_clips\twi_clip_220.wav,"﻿"" S^ a^tHa^^ HErrry up."
twi_clips\twi_clip_221.wav,"﻿Cbg^ atlhat, HCrrry up."
twi_clips\twi_clip_222.wav,﻿\ BK
twi_clips\twi_clip_223.wav,"﻿•Hurry up,why are you giyjng meWuci^headach'e?"
twi_clips\twi_clip_224.wav,﻿-^ ^^^ ^^^^s^ ^’—-Sfits?
twi_clips\twi_clip_225.wav,﻿Be quiets
twi_clips\twi_clip_226.wav,﻿V
twi_clips\twi_clip_227.wav,﻿*^i
twi_clips\twi_clip_228.wav,﻿
twi_clips\twi_clip_229.wav,﻿^ ^^ -^ ^-	^4
twi_clips\twi_clip_230.wav,"﻿'fi

YgpZe working to sellifor prpfi|^ihce m or n1n g 4 h e re' s noth i^hrtlj^h^v^as^"
twi_clips\twi_clip_231.wav,"﻿

'W^'reyoU- ~-f ru stTati ng We?"
twi_clips\twi_clip_232.wav,﻿'W^'re^yolu -fru strati rrgWe? -^^
twi_clips\twi_clip_233.wav,"﻿""*	W^£^ '

^^^ frustr’aim^^me?^^"
twi_clips\twi_clip_234.wav,﻿
twi_clips\twi_clip_235.wav,﻿Hurryjup.
twi_clips\twi_clip_236.wav,﻿Hp^yrnuch 're you buying?
twi_clips\twi_clip_237.wav,﻿Did you cook it well?
twi_clips\twi_clip_238.wav,﻿Is that how you're ?
twi_clips\twi_clip_239.wav,﻿It ha? some colors on it like magi cube.
twi_clips\twi_clip_240.wav,﻿Do they use magi in cooking rice ?
twi_clips\twi_clip_241.wav,﻿
twi_clips\twi_clip_242.wav,﻿Do you have fish
twi_clips\twi_clip_243.wav,﻿Do you have fish
twi_clips\twi_clip_244.wav,﻿
twi_clips\twi_clip_245.wav,﻿Is that not fish in the sh0wcas'e'?
twi_clips\twi_clip_246.wav,"﻿!

^»"
twi_clips\twi_clip_247.wav,﻿You want one for free ?
twi_clips\twi_clip_248.wav,﻿It has befen ppuhted.
twi_clips\twi_clip_249.wav,﻿I
twi_clips\twi_clip_250.wav,﻿
twi_clips\twi_clip_251.wav,﻿
twi_clips\twi_clip_252.wav,﻿
twi_clips\twi_clip_253.wav,﻿
twi_clips\twi_clip_254.wav,"﻿How is it ?

- Everything is fine."
twi_clips\twi_clip_255.wav,﻿What do you sell here?
twi_clips\twi_clip_256.wav,﻿Rice and fried plantain.
twi_clips\twi_clip_257.wav,"﻿Dp ypu ^ell drinks and pie ?

-Wes* we have."
twi_clips\twi_clip_258.wav,﻿How much is the big one over there?
twi_clips\twi_clip_259.wav,﻿Is it that of 5 cedis ?
twi_clips\twi_clip_260.wav,﻿Which brand is it?
twi_clips\twi_clip_261.wav,﻿The one at the top.
twi_clips\twi_clip_262.wav,﻿
twi_clips\twi_clip_263.wav,﻿Not the one with'the BB lable.
twi_clips\twi_clip_264.wav,﻿
twi_clips\twi_clip_265.wav,﻿How much is-that one?
twi_clips\twi_clip_266.wav,"﻿That,? not the BB brand. „ lls hot when I eat it."
twi_clips\twi_clip_267.wav,﻿Is that so’? r
twi_clips\twi_clip_268.wav,﻿What else should I give you ?
twi_clips\twi_clip_269.wav,﻿I need to find out from the person -who sent me.
twi_clips\twi_clip_270.wav,﻿Is that the only thing you want - Yes Please.
twi_clips\twi_clip_271.wav,﻿Hope you're not offended?
twi_clips\twi_clip_272.wav,﻿Not at all thank you.
twi_clips\twi_clip_273.wav,﻿God bless you.
twi_clips\twi_clip_274.wav,﻿
twi_clips\twi_clip_275.wav,﻿
twi_clips\twi_clip_276.wav,﻿
twi_clips\twi_clip_277.wav,﻿H'o^r^sypu ? - Am fine.
twi_clips\twi_clip_278.wav,﻿You look happy today.
twi_clips\twi_clip_279.wav,﻿Give m'e a s at am tired.
twi_clips\twi_clip_280.wav,﻿Give me water.
twi_clips\twi_clip_281.wav,﻿Thank you.
twi_clips\twi_clip_282.wav,﻿How are things going ? - By his grace.
twi_clips\twi_clip_283.wav,﻿We tha'nk God.
twi_clips\twi_clip_284.wav,﻿Yo'b seem to be tired. - Yes I am.
twi_clips\twi_clip_285.wav,﻿I came to Goffe -t mon y r what you've sold to buy things at the market.
twi_clips\twi_clip_286.wav,﻿
twi_clips\twi_clip_287.wav,﻿
twi_clips\twi_clip_288.wav,﻿
twi_clips\twi_clip_289.wav,﻿
twi_clips\twi_clip_290.wav,"﻿♦

/"
twi_clips\twi_clip_291.wav,﻿Hurry up.
twi_clips\twi_clip_292.wav,﻿Hurry up.
twi_clips\twi_clip_293.wav,﻿
twi_clips\twi_clip_294.wav,﻿a ■ l
twi_clips\twi_clip_295.wav,﻿
twi_clips\twi_clip_296.wav,﻿
twi_clips\twi_clip_297.wav,﻿Wat (suit ?
twi_clips\twi_clip_298.wav,﻿
twi_clips\twi_clip_299.wav,﻿
twi_clips\twi_clip_300.wav,﻿They money is missing.
twi_clips\twi_clip_301.wav,﻿Lookfor it and let me go.
twi_clips\twi_clip_302.wav,﻿All the things I sold is not in there.
twi_clips\twi_clip_303.wav,﻿All w at you sold is gone?
twi_clips\twi_clip_304.wav,﻿h to • k the mo ey?
twi_clips\twi_clip_305.wav,﻿Look for it.
twi_clips\twi_clip_306.wav,﻿Thafs what you do. You still money and run away.
twi_clips\twi_clip_307.wav,﻿
twi_clips\twi_clip_308.wav,﻿‘Do'you know how I suffer here ?
twi_clips\twi_clip_309.wav,﻿
twi_clips\twi_clip_310.wav,﻿Where is the money?
twi_clips\twi_clip_311.wav,﻿Let me check.
twi_clips\twi_clip_312.wav,﻿
twi_clips\twi_clip_313.wav,﻿I will deal with you if you don't give me the mongy.
twi_clips\twi_clip_314.wav,﻿It^eemsyou don't know about me.
twi_clips\twi_clip_315.wav,﻿
twi_clips\twi_clip_316.wav,﻿Where have you hid the mpney?
twi_clips\twi_clip_317.wav,﻿^^^jri^
twi_clips\twi_clip_318.wav,﻿
twi_clips\twi_clip_319.wav,﻿
twi_clips\twi_clip_320.wav,﻿'” Search for my. money I
twi_clips\twi_clip_321.wav,﻿
twi_clips\twi_clip_322.wav,﻿Search for it I need to go and work.
twi_clips\twi_clip_323.wav,﻿You can't pend my money.
twi_clips\twi_clip_324.wav,﻿Search fpr it for me.
twi_clips\twi_clip_325.wav,﻿Search for it for me.
twi_clips\twi_clip_326.wav,﻿It seems you’ve taken it ?
twi_clips\twi_clip_327.wav,﻿Don't let me vent my anger at you.
twi_clips\twi_clip_328.wav,﻿Search for the mongy for me to go.
twi_clips\twi_clip_329.wav,﻿I will deduct the money from your 3 months salary.
twi_clips\twi_clip_330.wav,﻿You will not eat here too.
twi_clips\twi_clip_331.wav,﻿
twi_clips\twi_clip_332.wav,﻿
twi_clips\twi_clip_333.wav,﻿
twi_clips\twi_clip_334.wav,﻿How much do you want to buy?
twi_clips\twi_clip_335.wav,﻿How much do I want to buy?
twi_clips\twi_clip_336.wav,﻿
twi_clips\twi_clip_337.wav,﻿You're sleeping aren’t you?
twi_clips\twi_clip_338.wav,﻿You allow someone to steal my money last time.
twi_clips\twi_clip_339.wav,﻿You are here lepping for thieves to come for my table and showcase isn't ?
twi_clips\twi_clip_340.wav,﻿Is that how you're ?
twi_clips\twi_clip_341.wav,﻿I can;t worR*with you .any longer.
twi_clips\twi_clip_342.wav,﻿Madam I wasn't sleeping. - You weren't.
twi_clips\twi_clip_343.wav,﻿Leave here noA.
twi_clips\twi_clip_344.wav,﻿Go now.
twi_clips\twi_clip_345.wav,"﻿Leave here

I don't want you around."
twi_clips\twi_clip_346.wav,﻿Go I will work alone.
twi_clips\twi_clip_347.wav,﻿I can't work with you.
twi_clips\twi_clip_348.wav,"﻿Go,go,go"
twi_clips\twi_clip_349.wav,﻿Don't come back here again. Remove the apron for me.
twi_clips\twi_clip_350.wav,﻿Go I don't need you.
twi_clips\twi_clip_351.wav,﻿Lazy girl like you.
twi_clips\twi_clip_352.wav,﻿Dp you think I joke with my work?
twi_clips\twi_clip_353.wav,﻿You must be rnad to be sleeping.
twi_clips\twi_clip_354.wav,﻿Did you give me the capital t’o.work with?
twi_clips\twi_clip_355.wav,﻿■ I don't vyant you around again.
twi_clips\twi_clip_356.wav,﻿t^
