Twi Audio Clip,English Text
twi_clips\twi_clip_304.wav,Just represent me with any name.
twi_clips\twi_clip_305.wav,ï»¿
twi_clips\twi_clip_306.wav,What is your name?
twi_clips\twi_clip_307.wav,Just call-me comedy.
twi_clips\twi_clip_308.wav,ï»¿
twi_clips\twi_clip_309.wav,ï»¿
twi_clips\twi_clip_310.wav,ï»¿
twi_clips\twi_clip_311.wav,Go and repair your car.
twi_clips\twi_clip_312.wav,You are a nice lady. My money.
twi_clips\twi_clip_313.wav,What did you just say?
twi_clips\twi_clip_314.wav,What did you just say
twi_clips\twi_clip_315.wav,It is a name of a new car. -You are looking at my back.
twi_clips\twi_clip_316.wav,You are looking good.
twi_clips\twi_clip_317.wav,Where are you going?
twi_clips\twi_clip_318.wav,I am picking a friend at the airport.
twi_clips\twi_clip_319.wav,Is he male of female?
twi_clips\twi_clip_320.wav,Male.
twi_clips\twi_clip_321.wav,You are always roaming up and down.
twi_clips\twi_clip_322.wav,ï»¿
twi_clips\twi_clip_323.wav,"...or getting married, he will be very proud of you."
twi_clips\twi_clip_324.wav,It is true you are ok in this house.
twi_clips\twi_clip_325.wav,We are rich but you have to start your own life.
twi_clips\twi_clip_326.wav,It? is true.
twi_clips\twi_clip_327.wav,To find a husband and plan your own lives together.
twi_clips\twi_clip_328.wav,Mum I am late.
twi_clips\twi_clip_329.wav,ï»¿
twi_clips\twi_clip_330.wav,ï»¿
twi_clips\twi_clip_331.wav,So can't you see there is a guest with you?
twi_clips\twi_clip_332.wav,A
twi_clips\twi_clip_333.wav,You are no more a guest.
twi_clips\twi_clip_334.wav,You know your place around here. You can go anywhere in this house.
twi_clips\twi_clip_335.wav,ï»¿
twi_clips\twi_clip_336.wav,That is not what I mean He need to know me well.
twi_clips\twi_clip_337.wav,That is not what I mean He need to knowime^velk
twi_clips\twi_clip_338.wav,My sister here has said a lot about you.
twi_clips\twi_clip_339.wav,I thought it was the footballer.
twi_clips\twi_clip_340.wav,Not you this bulky man.
twi_clips\twi_clip_341.wav,I thought it was the footballer.
twi_clips\twi_clip_342.wav,Why do you talk like this?
twi_clips\twi_clip_343.wav,I am only playing with him.
twi_clips\twi_clip_344.wav,Anyway this is my si* packs.
twi_clips\twi_clip_345.wav,Just take me as I am. I am always jovial.
twi_clips\twi_clip_346.wav,Don't take me ser-ious.
twi_clips\twi_clip_347.wav,I know that player sailed Pepe is a lazy player.
twi_clips\twi_clip_348.wav,He is a good defender.
twi_clips\twi_clip_349.wav,I thought he was a striker.
twi_clips\twi_clip_350.wav,So you don't knowHnim and you were talking of
twi_clips\twi_clip_351.wav,My Pepelis geod.
twi_clips\twi_clip_352.wav,"If you have it, it belongs to us all, can't you see?"
twi_clips\twi_clip_353.wav,That is why I am also dressed like this.
twi_clips\twi_clip_354.wav,Your husband is my husband as well.
twi_clips\twi_clip_355.wav,ï»¿
twi_clips\twi_clip_356.wav,Have we shared anything like this before?
twi_clips\twi_clip_357.wav,We can share anything but not my man.
twi_clips\twi_clip_358.wav,Have you seen a person being shared before?
twi_clips\twi_clip_359.wav,Anyway it never happens.
twi_clips\twi_clip_360.wav,Come and serve me.
twi_clips\twi_clip_361.wav,So you finished your drink right now?
twi_clips\twi_clip_362.wav,This is where I g^i^e to make my self proud. z
twi_clips\twi_clip_363.wav,"Pepe, take my picture with your phone."
twi_clips\twi_clip_364.wav,"Pepe, take my picture1 with your phone."
twi_clips\twi_clip_365.wav,No I w^lbdo it.
twi_clips\twi_clip_366.wav,Why are^y^ojn'g this?
twi_clips\twi_clip_367.wav,’I will be doing the selections for you.
twi_clips\twi_clip_368.wav,This is how it is going to be on that day.
twi_clips\twi_clip_369.wav,Are y^u^shy/?
twi_clips\twi_clip_370.wav,ï»¿
twi_clips\twi_clip_371.wav,Is the fo^chready?
twi_clips\twi_clip_372.wav,The house help is attending to it.
twi_clips\twi_clip_373.wav,We need to find something to eat.
twi_clips\twi_clip_374.wav,I am going to check the food. Serve me^vifh chicken wings.
twi_clips\twi_clip_375.wav,You are yeny sociable.
twi_clips\twi_clip_376.wav,You haven't seen/ much of me yet.
twi_clips\twi_clip_377.wav,Don't you know I have sent you a friend request on facebook?
twi_clips\twi_clip_378.wav,I will check when I get home.
twi_clips\twi_clip_379.wav,I have a lot of pictures there.
twi_clips\twi_clip_380.wav,Just go through my pictures.
twi_clips\twi_clip_381.wav,ï»¿
twi_clips\twi_clip_382.wav,You need to see them.
twi_clips\twi_clip_383.wav,ï»¿
twi_clips\twi_clip_384.wav,One more thing.
twi_clips\twi_clip_385.wav,Are you really serious to marry my sister?
twi_clips\twi_clip_386.wav,She is the reason I am here.
twi_clips\twi_clip_387.wav,I don't care much about my family
twi_clips\twi_clip_388.wav,I am not surprised at all that you don't care about your family.
twi_clips\twi_clip_389.wav,But you need to have a background knowledge .
twi_clips\twi_clip_390.wav,I am giving you some information. You need to ask her but not now.
twi_clips\twi_clip_391.wav,There is a uy who has been spoiling er with money.
twi_clips\twi_clip_392.wav,He is Musah.
twi_clips\twi_clip_393.wav,He has been giving her guinea fowls and she has fallen for it.
twi_clips\twi_clip_394.wav,ï»¿
twi_clips\twi_clip_395.wav,You know rich ladies fall for just anything small.
twi_clips\twi_clip_396.wav,You mean who?
twi_clips\twi_clip_397.wav,Who else are we talking about here?
twi_clips\twi_clip_398.wav,They broke up just about 4 months ago.
twi_clips\twi_clip_399.wav,So do your background checks.
twi_clips\twi_clip_400.wav,Be careful so you are not decieved by any rumours.
twi_clips\twi_clip_401.wav,The food is ready.
twi_clips\twi_clip_402.wav,Who is Musah?
twi_clips\twi_clip_403.wav,This guy who has been following you..
twi_clips\twi_clip_404.wav,I don't know anybody by that name..
twi_clips\twi_clip_405.wav,You don't know Musah who has been supplying us with meat?
twi_clips\twi_clip_406.wav,We sorted ourselves out already. We will be fine.
twi_clips\twi_clip_407.wav,ï»¿
twi_clips\twi_clip_408.wav,I am going to bring the food here.
twi_clips\twi_clip_409.wav,Or you would join me as I go?
twi_clips\twi_clip_410.wav,Who is Musah?
twi_clips\twi_clip_411.wav,Are you taking her serious?
twi_clips\twi_clip_412.wav,I don't know of anyone by that name.
twi_clips\twi_clip_413.wav,ï»¿
twi_clips\twi_clip_414.wav,I have told you. all about my past and there is nothing to know. -
twi_clips\twi_clip_415.wav,ï»¿
twi_clips\twi_clip_416.wav,Empress just told me you broke up just four months ago. '
twi_clips\twi_clip_417.wav,ï»¿
twi_clips\twi_clip_418.wav,I just told him Kwame is the last guy I dated.
twi_clips\twi_clip_419.wav,ï»¿
twi_clips\twi_clip_420.wav,"Pepe listen, I was just playing on your wits.."
twi_clips\twi_clip_421.wav,I said that to test how serious about her.
twi_clips\twi_clip_422.wav,You know she is the only child of her parents
twi_clips\twi_clip_423.wav,and w^e don't want any man to disturb her.
twi_clips\twi_clip_424.wav,I now see that you reaNy love her.
twi_clips\twi_clip_425.wav,I can recall the change in your face.
twi_clips\twi_clip_426.wav,Some games are very dangerous.
twi_clips\twi_clip_427.wav,I;haye to leave this area.
twi_clips\twi_clip_428.wav,The lights just went out again.
twi_clips\twi_clip_429.wav,"When;you said you were coming, I .: prepared a cocktail."
twi_clips\twi_clip_430.wav,ï»¿
twi_clips\twi_clip_431.wav,"It was a mixture of honey, ginger and prekese"
twi_clips\twi_clip_432.wav,ï»¿
twi_clips\twi_clip_433.wav,Don't you know of this Goektail mixture?
twi_clips\twi_clip_434.wav,Empress I came to you
twi_clips\twi_clip_435.wav,What is the matter?
twi_clips\twi_clip_436.wav,It- is your turn to scrub the bathroom.
twi_clips\twi_clip_437.wav,You can'Kbe shouting on me like that.
twi_clips\twi_clip_438.wav,You oan't be shouting 041 me like that.
twi_clips\twi_clip_439.wav,Shut up and let me talk.
twi_clips\twi_clip_440.wav,You are just the landlord's girlfriend and you are doing this?
twi_clips\twi_clip_441.wav,Your grandmother grew up with my own grandmother.
twi_clips\twi_clip_442.wav,Y®ur grandmother spent all her money OH sweets
twi_clips\twi_clip_443.wav,She didn't think of buying a land.
twi_clips\twi_clip_444.wav,She didn't think ®f buying a land.
twi_clips\twi_clip_445.wav,Settle down with one man.
twi_clips\twi_clip_446.wav,Did you see my name written on the walls?
twi_clips\twi_clip_447.wav,But^M knew it is your turn to scrub So wfc® question are you trying to ask
twi_clips\twi_clip_448.wav,"Wait, my grandmother will come and scrub it."
twi_clips\twi_clip_449.wav,ï»¿
twi_clips\twi_clip_450.wav,ï»¿
twi_clips\twi_clip_451.wav,I don't understand why people say how they struggled to build and rent it out.
twi_clips\twi_clip_452.wav,"When we were girls, we used what we have to get what we want."
twi_clips\twi_clip_453.wav,I will not sleep with such a man for anything.
twi_clips\twi_clip_454.wav,I willnot sleep with such a man for anything.
twi_clips\twi_clip_455.wav,I will not sleep with such a man for anything.
twi_clips\twi_clip_456.wav,"If I sant malje money, ou can't deny/ me of my fee ings."
twi_clips\twi_clip_457.wav,"If I cant make money, ou can't deny"
twi_clips\twi_clip_458.wav,Take care of your grand mother.
twi_clips\twi_clip_459.wav,Bring your light bill.
twi_clips\twi_clip_460.wav,"Even with my ugly face, I made money from men to care for my mother."
twi_clips\twi_clip_461.wav,"If you want to beg for her, open the bag and pay for her."
twi_clips\twi_clip_462.wav,Get ®ut of here with your shameful acts.
twi_clips\twi_clip_463.wav,"If we had not kept these furniture here, Would you get a place for your friend?"
twi_clips\twi_clip_464.wav,Are you not out of your mind
twi_clips\twi_clip_465.wav,This lady can really talk.
twi_clips\twi_clip_466.wav,I wish you could stay here for about two hours.
twi_clips\twi_clip_467.wav,How do you mean by that?
twi_clips\twi_clip_468.wav,How do you mean by that?
twi_clips\twi_clip_469.wav,"Have we, mentioned anybody's name?"
twi_clips\twi_clip_470.wav,Has a man hired a single room for you before?
twi_clips\twi_clip_471.wav,Yes.
twi_clips\twi_clip_472.wav,Then you are better than your friend so advise her.
twi_clips\twi_clip_473.wav,I don't understand why some bush girls get some men to..
twi_clips\twi_clip_474.wav,Where is the light bill?
twi_clips\twi_clip_475.wav,When are we going on the trip to Dubai?
twi_clips\twi_clip_476.wav,yvhen I get a new guy
twi_clips\twi_clip_477.wav,These are the reasons I don't discuss my issues in this house.
twi_clips\twi_clip_478.wav,You have to leave this place.
twi_clips\twi_clip_479.wav,It doesn't fit you to be here.
twi_clips\twi_clip_480.wav,Haven't I told you about this before?
twi_clips\twi_clip_481.wav,So why did you wait till now?
twi_clips\twi_clip_482.wav,You tiave to leave this place. It's embarrasing.
twi_clips\twi_clip_483.wav,I have already made art payment for an estate ouse.
twi_clips\twi_clip_484.wav,ï»¿
twi_clips\twi_clip_485.wav,ï»¿
twi_clips\twi_clip_486.wav,"I am sorry for coming, here without your prior information."
twi_clips\twi_clip_487.wav,Why are you like.this?
twi_clips\twi_clip_488.wav,I am in a terrible situation now.
twi_clips\twi_clip_489.wav,I have been drilled by just 2 teenage boys in front of your house.
