Twi Audio Clip,English Text
twi_clips\twi_clip_070.wav,Don't go because there's a gutter and you might fall in it.
twi_clips\twi_clip_071.wav,What am I going to do?
twi_clips\twi_clip_072.wav,I beg you.
twi_clips\twi_clip_073.wav,Take me to church.
twi_clips\twi_clip_074.wav,Which church?
twi_clips\twi_clip_075.wav,Let's go inside.
twi_clips\twi_clip_076.wav,Let's go inside and let me call the pastor over.
twi_clips\twi_clip_077.wav,I am scared to go to my room!
twi_clips\twi_clip_078.wav,Was that not where I became blind?!
twi_clips\twi_clip_079.wav,Let me stand right here.
twi_clips\twi_clip_080.wav,This is serious.
twi_clips\twi_clip_081.wav,You have gone blind just now?
twi_clips\twi_clip_082.wav,Let me call you back.
twi_clips\twi_clip_083.wav,Woman!
twi_clips\twi_clip_084.wav,What are you doing here?
twi_clips\twi_clip_085.wav,What are you doing here?
twi_clips\twi_clip_086.wav,"Please, take it easy."
twi_clips\twi_clip_087.wav,We don't have a place to sleep.
twi_clips\twi_clip_088.wav,You don't have a place to sleep.
twi_clips\twi_clip_089.wav,Is this a hotel?
twi_clips\twi_clip_090.wav,Please.
twi_clips\twi_clip_091.wav,Get out of here and stop telling me you don't have a place to sleep!
twi_clips\twi_clip_092.wav,If something had Ijappened to you here
twi_clips\twi_clip_093.wav,or if you had died in your sleep
twi_clips\twi_clip_094.wav,then you would have gotten me in trouble!
twi_clips\twi_clip_095.wav,Don't say that!
twi_clips\twi_clip_096.wav,We are not going to die yet.
twi_clips\twi_clip_097.wav,We have long life.
twi_clips\twi_clip_098.wav,You're out o^youfimih'd! 1
twi_clips\twi_clip_099.wav,Get out and stop talking nonsense!
twi_clips\twi_clip_100.wav,"Please, I beg you."
twi_clips\twi_clip_101.wav,"Please, could you accept to live here with us?"
twi_clips\twi_clip_102.wav,Accept to live here wiht you?
twi_clips\twi_clip_103.wav,Where do I know you?
twi_clips\twi_clip_104.wav,Or you're thieves?
twi_clips\twi_clip_105.wav,"Get up and leave this place, thieves!"
twi_clips\twi_clip_106.wav,Leave!
twi_clips\twi_clip_107.wav,"Leave, thieves!"
twi_clips\twi_clip_108.wav,You might get me in trouble.
twi_clips\twi_clip_109.wav,Keep going!
twi_clips\twi_clip_110.wav,Don't look at me!
twi_clips\twi_clip_111.wav,Let me find you here again.
twi_clips\twi_clip_112.wav,ï»¿
twi_clips\twi_clip_113.wav,Don't cough here!
twi_clips\twi_clip_114.wav,ï»¿
twi_clips\twi_clip_115.wav,I sell things here!
twi_clips\twi_clip_116.wav,I hate that.
twi_clips\twi_clip_117.wav,What sort of disgusting thing is that?
twi_clips\twi_clip_118.wav,ï»¿
twi_clips\twi_clip_119.wav,You're the only woman in town!
twi_clips\twi_clip_120.wav,What do you want?
twi_clips\twi_clip_121.wav,You're a complete woman!
twi_clips\twi_clip_122.wav,Give me one loaf of bread.
twi_clips\twi_clip_123.wav,How much are you buying?
twi_clips\twi_clip_124.wav,Give me one Cedi loaf of bread.
twi_clips\twi_clip_125.wav,I am very drunk.
twi_clips\twi_clip_126.wav,You're very drunk indeed.
twi_clips\twi_clip_127.wav,Take the bread!
twi_clips\twi_clip_128.wav,You sepm to be making the bread very small these days.
twi_clips\twi_clip_129.wav,This bread can't satisfy me.
twi_clips\twi_clip_130.wav,It can't fully satisfy me.
twi_clips\twi_clip_131.wav,"Gentleman, give me money!"
twi_clips\twi_clip_132.wav,What sort of embarassment is this?
twi_clips\twi_clip_133.wav,Give me one sachet of water to go with the bread!
twi_clips\twi_clip_134.wav,Give me money.
twi_clips\twi_clip_135.wav,Just look at him.
twi_clips\twi_clip_136.wav,I'm full.
twi_clips\twi_clip_137.wav,Then give my money to me.
twi_clips\twi_clip_138.wav,"Gentleman, give my money to me and let me get back to what I was doing!"
twi_clips\twi_clip_139.wav,Take it easy.
twi_clips\twi_clip_140.wav,I'll bring you money in the evening.
twi_clips\twi_clip_141.wav,Give my money to me!
twi_clips\twi_clip_142.wav,What are you doing?
twi_clips\twi_clip_143.wav,I said give my money to me!
twi_clips\twi_clip_144.wav,"Take is easy, I'll brjng ft to you!"
twi_clips\twi_clip_145.wav,Why are you acting as if you don't know me as your customer?!
twi_clips\twi_clip_146.wav,Give my money to me!
twi_clips\twi_clip_147.wav,Hurry and give my money to me!
twi_clips\twi_clip_148.wav,Give my money to me!
twi_clips\twi_clip_149.wav,lam not Joking with you!/
twi_clips\twi_clip_150.wav,I am working with a loan.
twi_clips\twi_clip_151.wav,See how I haven't been able to stock up after spending the loan!
twi_clips\twi_clip_152.wav,If you're not careful!
twi_clips\twi_clip_153.wav,I'll deal with you this afternoon!
twi_clips\twi_clip_154.wav,Give my money to me!
twi_clips\twi_clip_155.wav,This attitude of yours is the reason I don't buy from you these days.
twi_clips\twi_clip_156.wav,I am so angry with you!
twi_clips\twi_clip_157.wav,©Er - -Dwio^'^m1]^
twi_clips\twi_clip_158.wav,I am going to beat you up like a thief if you're not careful!
twi_clips\twi_clip_159.wav,ï»¿
twi_clips\twi_clip_160.wav,Give my money to me and stop what you're doing!
twi_clips\twi_clip_161.wav,"What's wrong, mother?"
twi_clips\twi_clip_162.wav,He came to buy bread and water but has refused to pay up!
twi_clips\twi_clip_163.wav,She's just embarassing me.
twi_clips\twi_clip_164.wav,Where do you know him?
twi_clips\twi_clip_165.wav,my father.
twi_clips\twi_clip_166.wav,She's embarassing m&
twi_clips\twi_clip_167.wav,"Please, I'll pay for him."
twi_clips\twi_clip_168.wav,How much is it?
twi_clips\twi_clip_169.wav,The bread is one Cedi and the water is twenty Pesewas.
twi_clips\twi_clip_170.wav,Why are you doing this to me?
twi_clips\twi_clip_171.wav,"Please, I'll pay you."
twi_clips\twi_clip_172.wav,Let go of him.
twi_clips\twi_clip_173.wav,"Hold on, listen."
twi_clips\twi_clip_174.wav,"You're paying her,"
twi_clips\twi_clip_175.wav,have you bought bread from her?
twi_clips\twi_clip_176.wav,Have you bought bread?
twi_clips\twi_clip_177.wav,What are you doing?!
twi_clips\twi_clip_178.wav,"Please, take your money."
twi_clips\twi_clip_179.wav,Gome and do this again next time and I'll slap you!
twi_clips\twi_clip_180.wav,This attitude of yours is the reason I don't like buying from you again.
twi_clips\twi_clip_181.wav,"Are you okay embarassing me like this, father?"
twi_clips\twi_clip_182.wav,You're here acting foolish!
twi_clips\twi_clip_183.wav,"I'm sorry, please forgive me."
twi_clips\twi_clip_184.wav,Talk to him!
twi_clips\twi_clip_185.wav,He cannot come to my store to act foolishly.
twi_clips\twi_clip_186.wav,I am very serious here.
twi_clips\twi_clip_187.wav,I would have dealt with you if not my daughter!
twi_clips\twi_clip_188.wav,What would you have done?
twi_clips\twi_clip_189.wav,You'd see!
twi_clips\twi_clip_190.wav,What can you do?
twi_clips\twi_clip_191.wav,Your breasts look like...
twi_clips\twi_clip_192.wav,You wish to have these breasts!
twi_clips\twi_clip_193.wav,Drunk!
twi_clips\twi_clip_194.wav,Come back here again next time and you'll see!
twi_clips\twi_clip_195.wav,Your breasts like a farmer's pillow!
twi_clips\twi_clip_196.wav,You're so offensive!
twi_clips\twi_clip_197.wav,Take him out of my shop!
twi_clips\twi_clip_198.wav,Allow me to insult her back!
twi_clips\twi_clip_199.wav,Were you the one who paid for my shop for me?
twi_clips\twi_clip_200.wav,Were you the otre who paid for my shop for me?
twi_clips\twi_clip_201.wav,Porter!
twi_clips\twi_clip_202.wav,"Please, what do you need to be carried?"
twi_clips\twi_clip_203.wav,But you don't have a pan?
twi_clips\twi_clip_204.wav,Pack them up.
twi_clips\twi_clip_205.wav,You don't have a pan but you're rushing for jobs.
twi_clips\twi_clip_206.wav,Let me help her carry her pan and then you'll help me carry mine.
twi_clips\twi_clip_207.wav,We are going that way.
twi_clips\twi_clip_208.wav,ï»¿
twi_clips\twi_clip_209.wav,"Please, can't you find your bus station?"
twi_clips\twi_clip_210.wav,"We are almost,there."
twi_clips\twi_clip_211.wav,Come.
twi_clips\twi_clip_212.wav,It's right here.
twi_clips\twi_clip_213.wav,"Please, help her."
twi_clips\twi_clip_214.wav,Just this short distance?
twi_clips\twi_clip_215.wav,"Please, reduce it."
twi_clips\twi_clip_216.wav,Your goods were very heavy.
twi_clips\twi_clip_217.wav,"No, we can't reduce it"
twi_clips\twi_clip_218.wav,It will be five Cedis to each of us.
twi_clips\twi_clip_219.wav,I'm going to pay four Cedis.
twi_clips\twi_clip_220.wav,No.
twi_clips\twi_clip_221.wav,When will you comp back again?
twi_clips\twi_clip_222.wav,Maybe next Week.
twi_clips\twi_clip_223.wav,We always sit there so when you look for us when you come.
twi_clips\twi_clip_224.wav,Thank you.
twi_clips\twi_clip_225.wav,Thank you too.
twi_clips\twi_clip_226.wav,"Nothing, just go."
twi_clips\twi_clip_227.wav,^®to -#* a.
twi_clips\twi_clip_228.wav,ï»¿
twi_clips\twi_clip_229.wav,ï»¿
twi_clips\twi_clip_230.wav,
twi_clips\twi_clip_231.wav,ï»¿
twi_clips\twi_clip_232.wav,ï»¿
twi_clips\twi_clip_233.wav,ï»¿
twi_clips\twi_clip_234.wav,So what really happened to your eyes?
twi_clips\twi_clip_235.wav,I do not know.
twi_clips\twi_clip_236.wav,I was in the room and then suddenly I couldn't see anything.
twi_clips\twi_clip_237.wav,"Mother,"
twi_clips\twi_clip_238.wav,or have you wronged someone?
twi_clips\twi_clip_239.wav,I haven't wronged anyone.
twi_clips\twi_clip_240.wav,It's just sickness.
twi_clips\twi_clip_241.wav,It can happen to just about anyone.
twi_clips\twi_clip_242.wav,I haven't wronged anyone in this town.
twi_clips\twi_clip_243.wav,"Mother, try and remember."
twi_clips\twi_clip_244.wav,I try to think back but I can't think of anyone that I've wronged.
twi_clips\twi_clip_245.wav,I haven't insulted anyone.
twi_clips\twi_clip_246.wav,I haven't bought anything from anyone on credit.
twi_clips\twi_clip_247.wav,Nobody knows what will happen tomorrow.
twi_clips\twi_clip_248.wav,I never knew something like this could happen to me.
twi_clips\twi_clip_249.wav,This is serious.
twi_clips\twi_clip_250.wav,So you just suddenly went blind?
twi_clips\twi_clip_251.wav,ï»¿
twi_clips\twi_clip_252.wav,^ l^vep'tjwrpnged anyone.
twi_clips\twi_clip_253.wav,I haven't wronged anyone.
twi_clips\twi_clip_254.wav,Do people h^ve to do something wrong before going blind?
twi_clips\twi_clip_255.wav,It's just an illness-
twi_clips\twi_clip_256.wav,^J have just fallen sick.
twi_clips\twi_clip_257.wav,ï»¿
twi_clips\twi_clip_258.wav,I haven't wronged anyone.
twi_clips\twi_clip_259.wav,ï»¿
twi_clips\twi_clip_260.wav,Where are you Achiaa?
twi_clips\twi_clip_261.wav,Is this you? .
twi_clips\twi_clip_262.wav,ï»¿
twi_clips\twi_clip_263.wav,It's very painful.
twi_clips\twi_clip_264.wav,ï»¿
twi_clips\twi_clip_265.wav,Every sickness is painful.
twi_clips\twi_clip_266.wav,". What is it?,"
twi_clips\twi_clip_267.wav,"So can't you see my hand, mother?"
twi_clips\twi_clip_268.wav,- What are you doing?
twi_clips\twi_clip_269.wav,Tm waving at you.
twi_clips\twi_clip_270.wav,d can't see anything.
twi_clips\twi_clip_271.wav,"Aside knowing this is you and this is Achiaa,"
twi_clips\twi_clip_272.wav,£-	.1 can’t see anything.
twi_clips\twi_clip_273.wav,ï»¿
twi_clips\twi_clip_274.wav,Blin^nessis the worse of allinfirmities.
twi_clips\twi_clip_275.wav,ï»¿
twi_clips\twi_clip_276.wav,I trust God will heal me.
twi_clips\twi_clip_277.wav,ï»¿
twi_clips\twi_clip_278.wav,"You shall be healed, mother."
twi_clips\twi_clip_279.wav,1
twi_clips\twi_clip_280.wav,< I hear you.
twi_clips\twi_clip_281.wav,It is thundering so loudly.
twi_clips\twi_clip_282.wav,"Yes, it's the rain."
twi_clips\twi_clip_283.wav,ï»¿
twi_clips\twi_clip_284.wav,No.
twi_clips\twi_clip_285.wav,Wouldn't you have felt the rain if it were drizzling?
twi_clips\twi_clip_286.wav,You're making us feel bad.
twi_clips\twi_clip_287.wav,Wouldn't you have felt it rain?
twi_clips\twi_clip_288.wav,"Don't be fed up with me, okay?"
twi_clips\twi_clip_289.wav,It's just a sicknesses.
twi_clips\twi_clip_290.wav,'ve heard it thundering
twi_clips\twi_clip_291.wav,I'll feel the droplets once they fall on me
twi_clips\twi_clip_292.wav,but I wouldn't if it doesn't reach my skin
twi_clips\twi_clip_293.wav,that's why I was asking.
twi_clips\twi_clip_294.wav,"Don't be fed up with me, okay?"
twi_clips\twi_clip_295.wav,I am not fed up with you.
twi_clips\twi_clip_296.wav,"Mother, I'm going out to buy some food for you, okay?"
twi_clips\twi_clip_297.wav,ï»¿
twi_clips\twi_clip_298.wav,Take care of her.
twi_clips\twi_clip_299.wav,Sickness is painful.
twi_clips\twi_clip_300.wav,"Suddenly, you become blind."
twi_clips\twi_clip_301.wav,Your children will even become fed up with you.
twi_clips\twi_clip_302.wav,ï»¿
twi_clips\twi_clip_303.wav,So when I gave the guy money to fix the fridge a long time ago
twi_clips\twi_clip_304.wav,the fridge is still here? 1
twi_clips\twi_clip_305.wav,Didn't he come here yesterday?
twi_clips\twi_clip_306.wav,No please.
twi_clips\twi_clip_307.wav,But he would have been here a long time ago if I were owing him.
twi_clips\twi_clip_308.wav,Have you seen?
twi_clips\twi_clip_309.wav,They claim to be experts.
twi_clips\twi_clip_310.wav,■ J * o
twi_clips\twi_clip_311.wav,"Take it easy, love, ^r"
twi_clips\twi_clip_312.wav,He'll come for it.
twi_clips\twi_clip_313.wav,We have to put these sachets of water in the fridge.
twi_clips\twi_clip_314.wav,The bereaved family in Kintampo will be coming for them.
twi_clips\twi_clip_315.wav,How are you?
twi_clips\twi_clip_316.wav,I'm doing well.
twi_clips\twi_clip_317.wav,You are looking smart today.
twi_clips\twi_clip_318.wav,It's by the grace of God.
twi_clips\twi_clip_319.wav,'s the grace of God indeed.
twi_clips\twi_clip_320.wav,We thank ^od.
twi_clips\twi_clip_321.wav,God is going to bless you because of the way you are.
twi_clips\twi_clip_322.wav,You're so beautiful and unlike the lazy girls around
twi_clips\twi_clip_323.wav,who wander around and claim there are no jobs.
twi_clips\twi_clip_324.wav,God will bless you.
twi_clips\twi_clip_325.wav,Keep working hard.
twi_clips\twi_clip_326.wav,It is indeed the grace of God.
twi_clips\twi_clip_327.wav,I am happy with you because other girls are just roaming around aimlessly.
twi_clips\twi_clip_328.wav,Any other girl who looks like you would have been fooling around.
twi_clips\twi_clip_329.wav,You're going to live a very long life.
twi_clips\twi_clip_330.wav,"Okay, take this."
twi_clips\twi_clip_331.wav,"My love, please give her some water to sell."
twi_clips\twi_clip_332.wav,I'm going to call the repairer to see if he will pick up.
twi_clips\twi_clip_333.wav,He doesn't pick up my calls.
twi_clips\twi_clip_334.wav,ï»¿
twi_clips\twi_clip_335.wav,ï»¿
twi_clips\twi_clip_336.wav,Bring me some water!
twi_clips\twi_clip_337.wav,z*
twi_clips\twi_clip_338.wav,Take it inside for me
twi_clips\twi_clip_339.wav,"Please, I came to see if you'd give me some of your water to sell."
twi_clips\twi_clip_340.wav,Aren't you the one who sell Auntie Ceci's water?
twi_clips\twi_clip_341.wav,"Yes please, I'm the one who sells water for Auntie Ceci."
twi_clips\twi_clip_342.wav,Why have you now come here to want to sell for us?
twi_clips\twi_clip_343.wav,There's always some kind of trouble.
twi_clips\twi_clip_344.wav,I tal||^^ her.
twi_clips\twi_clip_345.wav,She cOurits them for me
twi_clips\twi_clip_346.wav,Webothcpu n 11 h e m
twi_clips\twi_clip_347.wav,but wheneyBffkb^ m0hey to her
twi_clips\twi_clip_348.wav,but there's always trouble.
twi_clips\twi_clip_349.wav,but I don't like that so I decided to come and see you
twi_clips\twi_clip_350.wav,if you'd like to give me some water to sell.
twi_clips\twi_clip_351.wav,Auntie Ceci has been complaining about you.
twi_clips\twi_clip_352.wav,A^lro^m^
twi_clips\twi_clip_353.wav,Yestgou? ^
twi_clips\twi_clip_354.wav,She said that you always come back short of the money you're to pay her
twi_clips\twi_clip_355.wav,and then you come to tell her so many stories
twi_clips\twi_clip_356.wav,so I should even speak to you.
twi_clips\twi_clip_357.wav,I had even planned to come and see you after work to talk to you.
twi_clips\twi_clip_358.wav,The world has become hard to live in these days
twi_clips\twi_clip_359.wav,"so if she's helping you so that you'll help her but you always mess up with her money,"
twi_clips\twi_clip_360.wav,"then if you are going to take water from me to sell,"
twi_clips\twi_clip_361.wav,ï»¿
twi_clips\twi_clip_362.wav,What are you doing here?
twi_clips\twi_clip_363.wav,I have come here to get some water to sell.
twi_clips\twi_clip_364.wav,Really?
twi_clips\twi_clip_365.wav,There are so many troubles at Auntie Ceci's end.
twi_clips\twi_clip_366.wav,"Whenever I send her money to her,"
twi_clips\twi_clip_367.wav,she always has issues with it so I decided to come and see uncle.
twi_clips\twi_clip_368.wav,Dp you knp^ him?
twi_clips\twi_clip_369.wav,s
twi_clips\twi_clip_370.wav,He's the one challenging me down there.
twi_clips\twi_clip_371.wav,He's very smart.
twi_clips\twi_clip_372.wav,"Please, give him somg."
twi_clips\twi_clip_373.wav,The story he's tellirjg.
twi_clips\twi_clip_374.wav,Auntie Ceci constantly complains about him.
twi_clips\twi_clip_375.wav,She's lying!
twi_clips\twi_clip_376.wav,He's very good.
twi_clips\twi_clip_377.wav,"No, when you always come and pay me the exact amount of money,"
twi_clips\twi_clip_378.wav,do I complain to anyone?
twi_clips\twi_clip_379.wav,"So if you pay the right amount of money sp I don't complain,"
twi_clips\twi_clip_380.wav,Why then will auntie Ceci complain about the money he pays to her?
twi_clips\twi_clip_381.wav,"G^ntl^hfan,"
twi_clips\twi_clip_382.wav,"the number of times the woman has complained about you,"
twi_clips\twi_clip_383.wav,know that l am a mart and not a womans
twi_clips\twi_clip_384.wav,"if you could cheat a woman,"
twi_clips\twi_clip_385.wav,I don't want to give you water to sell so that you'd later play hide and seek with me!
twi_clips\twi_clip_386.wav,I don'j want to fight in public with you!
twi_clips\twi_clip_387.wav,"That will not happen, please."
twi_clips\twi_clip_388.wav,I'll be faitful.
twi_clips\twi_clip_389.wav,"Please, give me a chance and you'll know how faithful I am."
twi_clips\twi_clip_390.wav,I am know fairly well down there.
twi_clips\twi_clip_391.wav,I challfehQfe them very Wie 11.
twi_clips\twi_clip_392.wav,Ohemaa talks about you challenging them but she hasn't said anything about your sales.
twi_clips\twi_clip_393.wav,Just give me a chance.
twi_clips\twi_clip_394.wav,I will be giving him water to sell because of your testimony about his character.
twi_clips\twi_clip_395.wav,"So if something should happen to my water,"
twi_clips\twi_clip_396.wav,don't give me any excuses.
twi_clips\twi_clip_397.wav,". '’""I^fbg > wj 11 -H a p p e n."
twi_clips\twi_clip_398.wav,I don't joke with my money!
twi_clips\twi_clip_399.wav,"Last time, I deducted money from her payment when she broke one sachet of water!"
twi_clips\twi_clip_400.wav,"So if you've asked me to give you water to sell anti Oheriemaa has vouched for you,"
twi_clips\twi_clip_401.wav,I'll give you some but be careful not to...
twi_clips\twi_clip_402.wav,. ;. i«Listenicarefully?
twi_clips\twi_clip_403.wav,be careful not to...
twi_clips\twi_clip_404.wav,Take him to see my wife to collect water.
twi_clips\twi_clip_405.wav,ï»¿
