\twi_clips\twi_clip_096.wav,No I took- care of it.,,
\twi_clips\twi_clip_097.wav,"NO NO, let me tell you...",,
\twi_clips\twi_clip_098.wav,"The misunderstanding between care takers and landlords is move'out, I'm moving in",,
\twi_clips\twi_clip_099.wav,eave I'm coming to complete my house,,
\twi_clips\twi_clip_100.wav,"Unexpectedly, they will sack you out, and you become stranded like frog",,
\twi_clips\twi_clip_101.wav,Then He has played me too,,
\twi_clips\twi_clip_102.wav,And then i said oh landlord,,
\twi_clips\twi_clip_103.wav,"And I begged him to give me the corner of the house to sleep, but he said no",,
\twi_clips\twi_clip_104.wav,and oneday is even off from the three days he gave me to move out,,
\twi_clips\twi_clip_105.wav,"So Gospi I beg you, as for you i know you",,
\twi_clips\twi_clip_106.wav,"If you can help me lodge at your place for free""",,
\twi_clips\twi_clip_107.wav,So I could move in with my things,,
\twi_clips\twi_clip_108.wav,should give you a place for free?,,
\twi_clips\twi_clip_109.wav,ï»¿,,
\twi_clips\twi_clip_110.wav,NO,,
\twi_clips\twi_clip_111.wav,We all human beings,,
\twi_clips\twi_clip_112.wav,Oh yes we all humans,,
\twi_clips\twi_clip_113.wav,People are there for people,,
\twi_clips\twi_clip_114.wav,ï»¿,,
\twi_clips\twi_clip_115.wav,But people cant let people do good.,,
\twi_clips\twi_clip_116.wav,so please i can't give it to you for free I need moneys need cash,,
\twi_clips\twi_clip_117.wav,"Ah Gospi I don't understand, explain further please.",,
\twi_clips\twi_clip_118.wav,I said i will collect money from you I!,,
\twi_clips\twi_clip_119.wav,Eeii,,
\twi_clips\twi_clip_120.wav,Why eeii ?,,
\twi_clips\twi_clip_121.wav,Me i can't carry my things already,,
\twi_clips\twi_clip_122.wav,Then you will be late,,
\twi_clips\twi_clip_123.wav,Gospi UM,,
\twi_clips\twi_clip_124.wav,"Nothing is for free in this world,there are no good doings anymore",,
\twi_clips\twi_clip_125.wav,Show some concern for me,,
\twi_clips\twi_clip_126.wav,I saw you when you were coming,,
\twi_clips\twi_clip_127.wav,You saw me coming 77,,
\twi_clips\twi_clip_128.wav,"yes, yes",,
\twi_clips\twi_clip_129.wav,You saw me like how H?,,
\twi_clips\twi_clip_130.wav,"we all were looking for a place to stay, and you gotup there and I got down here",,
\twi_clips\twi_clip_131.wav,"man please, the owner of the house has given the house to me sake of his bigger mansions in the city",,
\twi_clips\twi_clip_132.wav,So me Akua Gospi I am a landlord,,
\twi_clips\twi_clip_133.wav,Oh really I!,,
\twi_clips\twi_clip_134.wav,h'jy^ jrjjjXEitl ^r * Jjrjly iyjbjftiuajjsy ♦iRhtT,,
\twi_clips\twi_clip_135.wav,"so cancel my name from that list as a care taker, do you hear me7",,
\twi_clips\twi_clip_136.wav,ï»¿,,
\twi_clips\twi_clip_137.wav,Eeii why ?',,
\twi_clips\twi_clip_138.wav,"Mum, they have sack me again",,
\twi_clips\twi_clip_139.wav,They have sacked you from school again?,,
\twi_clips\twi_clip_140.wav,Yes,,
\twi_clips\twi_clip_141.wav,"Have been pleading with the principal to consider me write the exams but she saids no, the arrears is too much",,
\twi_clips\twi_clip_142.wav,"Hmm God, marrying an irresponsible man is indeed a sad one",,
\twi_clips\twi_clip_143.wav,"Hey’!!, what even pushed me to marry this man in the beginning",,
\twi_clips\twi_clip_144.wav,He has really ruined my life,,
\twi_clips\twi_clip_145.wav,Ern H,,
\twi_clips\twi_clip_146.wav,"look, put your bag down first okay",,
\twi_clips\twi_clip_147.wav,"Mom, haven't you make any sales for today that i can use for the payment",,
\twi_clips\twi_clip_148.wav,I am not being stingy.,,
\twi_clips\twi_clip_149.wav,Since morning nobody have even come here,,
\twi_clips\twi_clip_150.wav,Then i have to stop the school and join you in the charcoal buisness,,
\twi_clips\twi_clip_151.wav,khaye to stop,,
\twi_clips\twi_clip_152.wav,Is there not any food7,,
\twi_clips\twi_clip_153.wav,You put your bag down first and come,,
\twi_clips\twi_clip_154.wav,Eem this is serious,,
\twi_clips\twi_clip_155.wav,There is not even food for us to eat in this house,,
\twi_clips\twi_clip_156.wav,Ern ?,,
\twi_clips\twi_clip_157.wav,Twum Barimah has really ruined my life,,
\twi_clips\twi_clip_158.wav,Twum Barimah,,
\twi_clips\twi_clip_159.wav,Twum’ Barimah!1!,,
\twi_clips\twi_clip_160.wav,"Ohhh talk, we listen with our ears not eyes, ah",,
\twi_clips\twi_clip_161.wav,"When one looks-at you attentively when you are talking,",,
\twi_clips\twi_clip_162.wav,That is when you notice the person is listening,,
\twi_clips\twi_clip_163.wav,Is my eyes my ears ?,,
\twi_clips\twi_clip_164.wav,OH fl,,
\twi_clips\twi_clip_165.wav,Twum Ba ri ma h,,
\twi_clips\twi_clip_166.wav,Talk ii,,
\twi_clips\twi_clip_167.wav,I said find a jobz be responsible in life,,
\twi_clips\twi_clip_168.wav,tefa1,,
\twi_clips\twi_clip_169.wav,Why,,
\twi_clips\twi_clip_170.wav,Why have you let all the responsibilities upon me,,
\twi_clips\twi_clip_171.wav,Look at our son,,
\twi_clips\twi_clip_172.wav,Look at how i suffered and struggled for him to complete school,,
\twi_clips\twi_clip_173.wav,Our daughter is also about to complete,,
\twi_clips\twi_clip_174.wav,She will also complete and join soon,,
\twi_clips\twi_clip_175.wav,Then you turn three giants in this house,,
\twi_clips\twi_clip_176.wav,I'm I lying ?,,
\twi_clips\twi_clip_177.wav,Why ?,,
\twi_clips\twi_clip_178.wav,Why have you turn all the responsibilities in this world upon me to struggle,,
\twi_clips\twi_clip_179.wav,Why ?,,
\twi_clips\twi_clip_180.wav,Twum Barimah why ?,,
\twi_clips\twi_clip_181.wav,Since we started live,,
\twi_clips\twi_clip_182.wav,You have been moving from one place to the other like a butterfly,,
\twi_clips\twi_clip_183.wav,"We always on the run, till we have landed ourselves in this uncompleted house",,
\twi_clips\twi_clip_184.wav,Why ?,,
\twi_clips\twi_clip_185.wav,Een Comfort,,
\twi_clips\twi_clip_186.wav,What is it 7,,
\twi_clips\twi_clip_187.wav,Comfort An'oma ?,,
\twi_clips\twi_clip_188.wav,What is it 7,,
\twi_clips\twi_clip_189.wav,Oh you are saying stuffs,,
\twi_clips\twi_clip_190.wav,Have you thought about what you are saying7,,
\twi_clips\twi_clip_191.wav,"Thay said it, that women are ungrateful",,
\twi_clips\twi_clip_192.wav,"Some women are ungrateful, and you are no exception",,
\twi_clips\twi_clip_193.wav,Me ?,,
\twi_clips\twi_clip_194.wav,Have you remembered the time,,
\twi_clips\twi_clip_195.wav,"Lumber said it, that women are opportunist",,
\twi_clips\twi_clip_196.wav,Women are opportunist to the extent that they don’t want to pass through.a day of labor,,
\twi_clips\twi_clip_197.wav,"The time I was with you in the beginning,",,
\twi_clips\twi_clip_198.wav,And I was struggling here and there 24/7 as you were enjoying,,
\twi_clips\twi_clip_199.wav,You did nt say anything,,
\twi_clips\twi_clip_200.wav,And if today doctors says I shouldnt do any hard labor,,
\twi_clips\twi_clip_201.wav,"I shouldn't even build a house, and if I do so I will die",,
\twi_clips\twi_clip_202.wav,ï»¿,,
\twi_clips\twi_clip_203.wav,That’s why I am sick and can't even work,,
\twi_clips\twi_clip_204.wav,And if this short while you are feeding me,,
\twi_clips\twi_clip_205.wav,you are making noise about it,,
\twi_clips\twi_clip_206.wav,When have you take a lead in searching of a house7,,
\twi_clips\twi_clip_207.wav,This one !1,,
\twi_clips\twi_clip_208.wav,If I hadnt lead this one would we have got it ?,,
\twi_clips\twi_clip_209.wav,This is the 31st building...,,
\twi_clips\twi_clip_210.wav,this is the 31st building we have begged for,,
\twi_clips\twi_clip_211.wav,This is the last one that we have stayed in for long,,
\twi_clips\twi_clip_212.wav,You are not ashamed of it !!!,,
\twi_clips\twi_clip_213.wav,I lead all of that,,
\twi_clips\twi_clip_214.wav,You are ungrateful,,
\twi_clips\twi_clip_215.wav,Me ungrateful,,
\twi_clips\twi_clip_216.wav,I'm telling you,,
\twi_clips\twi_clip_217.wav,You are ungrateful woman H,,
\twi_clips\twi_clip_218.wav,Me ungrateful ?,,
\twi_clips\twi_clip_219.wav,didn't believe them,,
\twi_clips\twi_clip_220.wav,Twum •!,,
\twi_clips\twi_clip_221.wav,As you are speaking english over here,,
\twi_clips\twi_clip_222.wav,Find an office and work there as a gate man,,
\twi_clips\twi_clip_223.wav,Me gate man7,,
\twi_clips\twi_clip_224.wav,So that we will get something monthly,,
\twi_clips\twi_clip_225.wav,Gate man as if i'm just a mere person,,
\twi_clips\twi_clip_226.wav,"As you sitting there, what do you expect 7",,
\twi_clips\twi_clip_227.wav,A royal and a grown man like me as a gate man?,,
\twi_clips\twi_clip_228.wav,"As you sitting there, if not a gate man then what do you expect7",,
\twi_clips\twi_clip_229.wav,AHH H,,
\twi_clips\twi_clip_230.wav,"Good for nothing, Mr, good for nothing you are always idle why 111",,
\twi_clips\twi_clip_231.wav,Everyday and everywhere women always talks and makes noise,,
\twi_clips\twi_clip_232.wav,To put pressure on people,,
\twi_clips\twi_clip_233.wav,How come 11,,
\twi_clips\twi_clip_234.wav,How come !11!,,
\twi_clips\twi_clip_235.wav,"Excuse me, I'm afraid",,
\twi_clips\twi_clip_236.wav,Look at him,,
\twi_clips\twi_clip_237.wav,How can you tell me that,,
\twi_clips\twi_clip_238.wav,Foolishness 111,,
\twi_clips\twi_clip_239.wav,"Twum Barimah be responsible, I'm telling you H!!",,
\twi_clips\twi_clip_240.wav,Erm Twum Barimah,,
\twi_clips\twi_clip_241.wav,"As the saying goes, man rises, when he is in deep waters",,
\twi_clips\twi_clip_242.wav,") I come in peace, but is not all that peaceful",,
\twi_clips\twi_clip_243.wav,My landlord is moving me out,,
\twi_clips\twi_clip_244.wav,And is not easy at all 111,,
\twi_clips\twi_clip_245.wav,Is it now the time ??,,
\twi_clips\twi_clip_246.wav,Yes if,,
\twi_clips\twi_clip_247.wav,"Eeii, then this woman has been merciful",,
\twi_clips\twi_clip_248.wav,"She'said her daughter has even called ' her, I dont even know",,
\twi_clips\twi_clip_249.wav,She could have even informed me,,
\twi_clips\twi_clip_250.wav,She'just came and said I should leave,,
\twi_clips\twi_clip_251.wav,So I beg of you,,
\twi_clips\twi_clip_252.wav,As for your own it's already yours,,
\twi_clips\twi_clip_253.wav,Juju has helped you snatched the house from the owner,,
\twi_clips\twi_clip_254.wav,Sb if you can please help me stay here,,
\twi_clips\twi_clip_255.wav,"without paying a peny, so I could start a search party of a room",,
\twi_clips\twi_clip_256.wav,That's why I came...,,
\twi_clips\twi_clip_257.wav,"Oh okay, Ermm Ofori",,
\twi_clips\twi_clip_258.wav,Let me tell you something,,
\twi_clips\twi_clip_259.wav,This world we are in,,
\twi_clips\twi_clip_260.wav,You won't be successful if you don't choose to be wise,,
\twi_clips\twi_clip_261.wav,If you don't bully you can never be successful,,
\twi_clips\twi_clip_262.wav,Eeii ’,,
\twi_clips\twi_clip_263.wav,And if you dont use your brains you can never be successful,,
\twi_clips\twi_clip_264.wav,Because,,
\twi_clips\twi_clip_265.wav,Someone’s money is in the pocket of another's,,
\twi_clips\twi_clip_266.wav,Someone's money is in the pocket of another's,,
\twi_clips\twi_clip_267.wav,How can you collect your,,
\twi_clips\twi_clip_268.wav,You have to be wise and use your brains,,
\twi_clips\twi_clip_269.wav,There is always direction if you don't know,,
\twi_clips\twi_clip_270.wav,Do you^understand 7,,
\twi_clips\twi_clip_271.wav,No huge matter comes with a notice,,
\twi_clips\twi_clip_272.wav,I alone knows what people have been doing in this world,,
\twi_clips\twi_clip_273.wav,"We the ones that can't build houses with our own money,",,
\twi_clips\twi_clip_274.wav,but stays in people's houses,,
\twi_clips\twi_clip_275.wav,vThey bully us alot,,
\twi_clips\twi_clip_276.wav,So is about time we are also using JUJU to snatch all their houses,,
\twi_clips\twi_clip_277.wav,And that will be all for you,,
\twi_clips\twi_clip_278.wav,Eeii ’,,
\twi_clips\twi_clip_279.wav,You have reported to me how your landlord is moving you out,,
\twi_clips\twi_clip_280.wav,You have been worrying me all this while,,
\twi_clips\twi_clip_281.wav,And I have been giving you directions for your place to be permanent for you,,
\twi_clips\twi_clip_282.wav,You said no,,
\twi_clips\twi_clip_283.wav,And you are here crying that,,
\twi_clips\twi_clip_284.wav,(SLAP),,
\twi_clips\twi_clip_285.wav,You want to come and stay in my house and then.......,,
\twi_clips\twi_clip_286.wav,"Look, you won't even get my bath room to sleep, not even my kictchen",,
\twi_clips\twi_clip_287.wav,I won't let you...,,
\twi_clips\twi_clip_288.wav,Because I'm wiser and older than you are,,
\twi_clips\twi_clip_289.wav,I know alot than you do know,,
\twi_clips\twi_clip_290.wav,This is the road to success and you saying no,,
\twi_clips\twi_clip_291.wav,How can you be successful ?,,
\twi_clips\twi_clip_292.wav,Oh but Twum it hasn't gotten to slapping,,
\twi_clips\twi_clip_293.wav,If you dont take care I will slap you,,
\twi_clips\twi_clip_294.wav,"I havent slaped you yet, but if you dont be careful i will slap you",,
\twi_clips\twi_clip_295.wav,Hmmm U,,
\twi_clips\twi_clip_296.wav,"Ofcourse Twum you said it, that I should use JUJU on my lanlord to take the house permanently",,
\twi_clips\twi_clip_297.wav,But before God and man...,,
\twi_clips\twi_clip_298.wav,Everybody knows I'm a catholic,,
\twi_clips\twi_clip_299.wav,"I have been Baptized and goes for communion, i want to go to heaven",,
\twi_clips\twi_clip_300.wav,So as for that I cant do it,,
\twi_clips\twi_clip_301.wav,Good,,
\twi_clips\twi_clip_302.wav,As for me I'm a fool,,
\twi_clips\twi_clip_303.wav,can't do that,,
\twi_clips\twi_clip_304.wav,I'm a fool that is why I have occupy a full house all by myself,,
\twi_clips\twi_clip_305.wav,Een no you are not a fool,,
\twi_clips\twi_clip_306.wav,Jesus didnt see when you were been sacked away?,,
\twi_clips\twi_clip_307.wav,Ernn Jesus,,
\twi_clips\twi_clip_308.wav,Why couldn't he send one of his angels to come rent apartment for you7,,
\twi_clips\twi_clip_309.wav,That’s what surprises me,,
\twi_clips\twi_clip_310.wav,Then know that Jesus is bad,,
\twi_clips\twi_clip_311.wav,Romans killed Jesus,,
\twi_clips\twi_clip_312.wav,Pilato is a Roman,,
\twi_clips\twi_clip_313.wav,Herode is a Roman,,
\twi_clips\twi_clip_314.wav,Amerado is also a Roman,,
\twi_clips\twi_clip_315.wav,They ve say it,,
\twi_clips\twi_clip_316.wav,Why did they crucified Jesus,,
\twi_clips\twi_clip_317.wav,"So if you have really taken Jesus, then continue his work",,
\twi_clips\twi_clip_318.wav,We don't crucify in Ghana but you will suffer as you are in now,,
\twi_clips\twi_clip_319.wav,So Ofori there is nothing wrong,,
\twi_clips\twi_clip_320.wav,But i will even charge you to pay 100 cedis to even sleep beneath of my bed every month,,
\twi_clips\twi_clip_321.wav,Eeiiii !!!,,
\twi_clips\twi_clip_322.wav,ï»¿,,
\twi_clips\twi_clip_323.wav,Oh Ghana is so fantastic,,
\twi_clips\twi_clip_324.wav,Laughing...,,
\twi_clips\twi_clip_325.wav,Everything is going on well,,
\twi_clips\twi_clip_326.wav,laughing....,,
\twi_clips\twi_clip_327.wav,Oh uncle? I will send the money to him,,
\twi_clips\twi_clip_328.wav,Oh it wasn't enough7 then I will add more,,
\twi_clips\twi_clip_329.wav,Micheal Jackson,,
\twi_clips\twi_clip_330.wav,MICHEAL JACKSO'N H!,,
\twi_clips\twi_clip_331.wav,Hold on we will talk later,,
\twi_clips\twi_clip_332.wav,Are you deaf 7,,
\twi_clips\twi_clip_333.wav,Akua what is it ?,,
\twi_clips\twi_clip_334.wav,"I have been shouting your name all this while,or you have forgotten your name?",,
\twi_clips\twi_clip_335.wav,Give me my money,,
\twi_clips\twi_clip_336.wav,Which money again?,,
\twi_clips\twi_clip_337.wav,So you dont pay utility bills and water bills do you want me to pay for you?,,
\twi_clips\twi_clip_338.wav,Ahh ?,,
\twi_clips\twi_clip_339.wav,But you collected both together,,
\twi_clips\twi_clip_340.wav,Can you imagine 7,,
\twi_clips\twi_clip_341.wav,Can you imagine ?,,
\twi_clips\twi_clip_342.wav,You even made me pay rent for your bathroom,,
\twi_clips\twi_clip_343.wav,But if I compare to a hotel here is cool,,
\twi_clips\twi_clip_344.wav,Why do you want to mke me feel bad,,
\twi_clips\twi_clip_345.wav,If you stand in court and tells the judge,,
\twi_clips\twi_clip_346.wav,"that when I was collecting money for the rent, i also made you pay utilities",,
\twi_clips\twi_clip_347.wav,He will say you dont think,,
\twi_clips\twi_clip_348.wav,He will say you are mad ’’,,
\twi_clips\twi_clip_349.wav,How can you pay for a utility you haven't even used?,,
\twi_clips\twi_clip_350.wav,Or you didn't hear me when I said it?,,
\twi_clips\twi_clip_351.wav,AHH !!,,
\twi_clips\twi_clip_352.wav,How can you say I have collected you money for bathroom,,
\twi_clips\twi_clip_353.wav,Have you scrub the bathroom in this house before,,
\twi_clips\twi_clip_354.wav,I always scrub the bathroom all the time,,
\twi_clips\twi_clip_355.wav,"And is all this same money, I use to buy detergent",,
\twi_clips\twi_clip_356.wav,How can you tell someone from the states to come and scrub bathroom,,
\twi_clips\twi_clip_357.wav,"If it well to be you who came,",,
\twi_clips\twi_clip_358.wav,Did you bring any maid when you were coming from states,,
\twi_clips\twi_clip_359.wav,AHHH !>,,
\twi_clips\twi_clip_360.wav,Do not worry me beacuse I am really high okay,,
\twi_clips\twi_clip_361.wav,The house I am building is even bigger than this,,
\twi_clips\twi_clip_362.wav,then go and stay in,,
\twi_clips\twi_clip_363.wav,Me I even laid foundation for story building,,
\twi_clips\twi_clip_364.wav,look if you go to your area then you tell them this bullshit,,
\twi_clips\twi_clip_365.wav,"then you tell them this lies, for me it's childish",,
\twi_clips\twi_clip_366.wav,It's childish for me okay I!,,
\twi_clips\twi_clip_367.wav,why didn't you even go to the hotel,,
\twi_clips\twi_clip_368.wav,What do you think they do at Golden Tulip,,
\twi_clips\twi_clip_369.wav,Haven't you heard of people popping at Golden Tulip and GolJJmbean,,
\twi_clips\twi_clip_370.wav,if not haven’t you heard of plus 2?,,
\twi_clips\twi_clip_371.wav,Haven't you heard of Adonko,,
\twi_clips\twi_clip_372.wav,Don't worry me young man,,
\twi_clips\twi_clip_373.wav,"I'm giving you uptill tomorrow if not, it won't turn out to be good",,
\twi_clips\twi_clip_374.wav,you will regret staying in this house,,
\twi_clips\twi_clip_375.wav,You lucky my gun is not here,,
\twi_clips\twi_clip_376.wav,Look,,
\twi_clips\twi_clip_377.wav,the bullet is been swallowed already,,
\twi_clips\twi_clip_378.wav,Ahh so you deceiving us,,
\twi_clips\twi_clip_379.wav,You wearing military wear,,
\twi_clips\twi_clip_380.wav,"Camo or whatever, top and down",,
\twi_clips\twi_clip_381.wav,With gun on top,,
\twi_clips\twi_clip_382.wav,so you have the licensed to kill,,
\twi_clips\twi_clip_383.wav,"if you kill you go to jail, you will be jailed",,
\twi_clips\twi_clip_384.wav,long story shorty early in the morning i will be collecting my money,,
\twi_clips\twi_clip_385.wav,I'm going to pay,,
\twi_clips\twi_clip_386.wav,"You are done, I thought you could get some of the goods I'm bringing home",,
\twi_clips\twi_clip_387.wav,because almost the things i'm bringing are all your sizes,,
\twi_clips\twi_clip_388.wav,"Hey, hey H! I'm tired of you, you not the one that clothings me young man",,
\twi_clips\twi_clip_389.wav,You look so beautiful when you speaking come on,,
\twi_clips\twi_clip_390.wav,come again,,
\twi_clips\twi_clip_391.wav,Yeah!1,,
\twi_clips\twi_clip_392.wav,Ofcourse,,
\twi_clips\twi_clip_393.wav,awwwww you never told me,,
\twi_clips\twi_clip_394.wav,Laughing M!,,
\twi_clips\twi_clip_395.wav,look at how soon you camming,,
\twi_clips\twi_clip_396.wav,Laughing...,,
\twi_clips\twi_clip_397.wav,I'm not a dog to come this early,,
\twi_clips\twi_clip_398.wav,come on get up from me H!,,
\twi_clips\twi_clip_399.wav,I have got you,,
\twi_clips\twi_clip_400.wav,can you embarrass this way?,,
\twi_clips\twi_clip_401.wav,"You don't calm your self, you want worry me with money issues",,
\twi_clips\twi_clip_402.wav,so you dont respect your self like that ?,,
\twi_clips\twi_clip_403.wav,What do you mean ?,,
\twi_clips\twi_clip_404.wav,"You not current, clear off",,
\twi_clips\twi_clip_405.wav,Clear off ! •,,
\twi_clips\twi_clip_406.wav,Are you playing with my feelings or me,,
\twi_clips\twi_clip_407.wav,"You not current,",,
\twi_clips\twi_clip_408.wav,"you are very acake, you know nothing",,
\twi_clips\twi_clip_409.wav,All you know is to apply pomade on your skin,,
\twi_clips\twi_clip_410.wav,"You dont know whatssap, you are a fiasco",,
\twi_clips\twi_clip_411.wav,Oh young man be fast okay,,
\twi_clips\twi_clip_412.wav,Owura !!!,,
\twi_clips\twi_clip_413.wav,bring it and lets go,,
\twi_clips\twi_clip_414.wav,Or he is consuming the cement 7,,
\twi_clips\twi_clip_415.wav,Laughing...,,
\twi_clips\twi_clip_416.wav,so where have you got to ?,,
\twi_clips\twi_clip_417.wav,Fatner I'm now flowing the top,,
\twi_clips\twi_clip_418.wav,Eii then you have really done well,,
\twi_clips\twi_clip_419.wav,Small boy like you,,
