Twi Audio Clip,English Text
twi_clips\twi_clip_087.wav,﻿Am I wrong or right to give birth ?
twi_clips\twi_clip_088.wav,﻿This issue is like that of others I can;t talk about.
twi_clips\twi_clip_089.wav,﻿Can't you tell me who impregnated you ?
twi_clips\twi_clip_090.wav,﻿Is it that Albino guy who came here the last time and gave you money.
twi_clips\twi_clip_091.wav,﻿Responsible for your pregnancy ?
twi_clips\twi_clip_092.wav,﻿I didn't even agree to his love proposal.
twi_clips\twi_clip_093.wav,﻿You don't want to show me the man I guess ?
twi_clips\twi_clip_094.wav,﻿Just stay calm if you don't want to.
twi_clips\twi_clip_095.wav,﻿If the Albino is responsible for the pregnancy
twi_clips\twi_clip_096.wav,﻿I will drive you out of this town.
twi_clips\twi_clip_097.wav,﻿Continue crying and refuse to tell me who is responsible.
twi_clips\twi_clip_098.wav,﻿We shall see who is who in this house/
twi_clips\twi_clip_099.wav,﻿You're behaving as if you're out of your mind.
twi_clips\twi_clip_100.wav,﻿If you don#t tell me who is responsible you won't sleep in this room tonight.
twi_clips\twi_clip_101.wav,﻿The Chairman who stands out.
twi_clips\twi_clip_102.wav,﻿My only Boss.
twi_clips\twi_clip_103.wav,﻿He's my Boss the one I spoke to you about.
twi_clips\twi_clip_104.wav,﻿He's the richest man in Ghana.
twi_clips\twi_clip_105.wav,﻿His necklaces depicts him.
twi_clips\twi_clip_106.wav,﻿Get up and greet him.
twi_clips\twi_clip_107.wav,﻿»
twi_clips\twi_clip_108.wav,﻿You're the Boss.
twi_clips\twi_clip_109.wav,﻿Take your time with the handshake. Go and sit down.
twi_clips\twi_clip_110.wav,﻿
twi_clips\twi_clip_111.wav,﻿Can you do th’e job ? - Yes I can..
twi_clips\twi_clip_112.wav,﻿
twi_clips\twi_clip_113.wav,﻿
twi_clips\twi_clip_114.wav,﻿There's no better job in the whole world like fUis one.
twi_clips\twi_clip_115.wav,﻿There's no better job in the whole world like this one.
twi_clips\twi_clip_116.wav,"﻿It's very lucrative/

-Is that so ?"
twi_clips\twi_clip_117.wav,﻿Your ha rd work is required.
twi_clips\twi_clip_118.wav,﻿Yq.Or h a rd wor.k Is required.
twi_clips\twi_clip_119.wav,﻿
twi_clips\twi_clip_120.wav,﻿
twi_clips\twi_clip_121.wav,﻿
twi_clips\twi_clip_122.wav,﻿If you work hard you will make a lot of money.
twi_clips\twi_clip_123.wav,﻿
twi_clips\twi_clip_124.wav,﻿You will always Have money.
twi_clips\twi_clip_125.wav,﻿
twi_clips\twi_clip_126.wav,﻿
twi_clips\twi_clip_127.wav,﻿1/11/
twi_clips\twi_clip_128.wav,﻿
twi_clips\twi_clip_129.wav,﻿
twi_clips\twi_clip_130.wav,﻿Men have their line of work as do women.
twi_clips\twi_clip_131.wav,﻿
twi_clips\twi_clip_132.wav,﻿
twi_clips\twi_clip_133.wav,"﻿What do men dp , can yp'u educate'me ?"
twi_clips\twi_clip_134.wav,﻿
twi_clips\twi_clip_135.wav,﻿You're now entering the business your sister will tell yo'u later.
twi_clips\twi_clip_136.wav,﻿We have a lot of Branches too.
twi_clips\twi_clip_137.wav,﻿
twi_clips\twi_clip_138.wav,"﻿In places like Kintanpo, Hohoe and even Accra."
twi_clips\twi_clip_139.wav,﻿In places like Kintanpo'i Hohoe and even Accra.
twi_clips\twi_clip_140.wav,﻿Including Circle.
twi_clips\twi_clip_141.wav,﻿Affe you the C.E.O or you've been put in charge ?
twi_clips\twi_clip_142.wav,﻿We have the Big Boss
twi_clips\twi_clip_143.wav,﻿but he has travelled.
twi_clips\twi_clip_144.wav,﻿At the moment am in charge.
twi_clips\twi_clip_145.wav,﻿Please/ ;	/’
twi_clips\twi_clip_146.wav,﻿Get up and let me see something/
twi_clips\twi_clip_147.wav,﻿We need people who have good body shape.
twi_clips\twi_clip_148.wav,﻿Turn around.
twi_clips\twi_clip_149.wav,﻿Sit down.
twi_clips\twi_clip_150.wav,﻿Exercise patience. It's a process.
twi_clips\twi_clip_151.wav,﻿The only Chairman.
twi_clips\twi_clip_152.wav,﻿
twi_clips\twi_clip_153.wav,﻿Here is Nana.
twi_clips\twi_clip_154.wav,"﻿Can she dp the work ?

-Yes I can."
twi_clips\twi_clip_155.wav,﻿Can she do the Work-? - Yes I can. \
twi_clips\twi_clip_156.wav,﻿
twi_clips\twi_clip_157.wav,﻿We work around Suame roundabout.
twi_clips\twi_clip_158.wav,﻿
twi_clips\twi_clip_159.wav,﻿
twi_clips\twi_clip_160.wav,﻿And Kejetia.
twi_clips\twi_clip_161.wav,﻿
twi_clips\twi_clip_162.wav,﻿Whenever you see someone witha a Benz you have to run to him.
twi_clips\twi_clip_163.wav,﻿Don't bother yoursfelf with Taxi drivers.
twi_clips\twi_clip_164.wav,﻿They can't offer you anything They're poor.
twi_clips\twi_clip_165.wav,﻿
twi_clips\twi_clip_166.wav,﻿Go to people with expensive cars iI Rb Benz Tundra..
twi_clips\twi_clip_167.wav,﻿Go to people with expensive cars ilke Benz Tundra..
twi_clips\twi_clip_168.wav,﻿
twi_clips\twi_clip_169.wav,﻿You can only make money from the big men.
twi_clips\twi_clip_170.wav,﻿You can only make money from the big men.
twi_clips\twi_clip_171.wav,﻿Don't go for people with small cars you will get nothing.
twi_clips\twi_clip_172.wav,﻿It's a hard work but profitable as well.
twi_clips\twi_clip_173.wav,﻿It also depends on you.
twi_clips\twi_clip_174.wav,﻿
twi_clips\twi_clip_175.wav,﻿You know men like attractive thingy.
twi_clips\twi_clip_176.wav,﻿Women are good when it comes to that/
twi_clips\twi_clip_177.wav,﻿You know you hae ways of puttting men in the mood.
twi_clips\twi_clip_178.wav,﻿That's what is called twirking you have to twirk for rhe to see.
twi_clips\twi_clip_179.wav,﻿Let's assume am your client twirk and let me see.
twi_clips\twi_clip_180.wav,﻿If I might develop that feeling for ybu.
twi_clips\twi_clip_181.wav,﻿Get up.
twi_clips\twi_clip_182.wav,﻿Are you shy ? You don;t have to.
twi_clips\twi_clip_183.wav,﻿Don't joke here.the business is not about joking.
twi_clips\twi_clip_184.wav,﻿He's trying you why were you laughing ?
twi_clips\twi_clip_185.wav,﻿He's trying you why were you laughing
twi_clips\twi_clip_186.wav,﻿You know women have sensitive parts on their body.
twi_clips\twi_clip_187.wav,﻿
twi_clips\twi_clip_188.wav,﻿The twirking will change the man's mind.
twi_clips\twi_clip_189.wav,﻿The twirking will change the man's mind.
twi_clips\twi_clip_190.wav,﻿You will pass if you're able to twirk.
twi_clips\twi_clip_191.wav,﻿You will pass if you're able to twirk.
twi_clips\twi_clip_192.wav,﻿I have a diffrent style - Just twirk.
twi_clips\twi_clip_193.wav,﻿If I do this and do this.
twi_clips\twi_clip_194.wav,﻿If I do this and do this.
twi_clips\twi_clip_195.wav,﻿She's good at it.
twi_clips\twi_clip_196.wav,﻿There's a particular style that shakes the ass.
twi_clips\twi_clip_197.wav,﻿I will do that in the room.
twi_clips\twi_clip_198.wav,﻿^Q
twi_clips\twi_clip_199.wav,﻿You're stubborn.
twi_clips\twi_clip_200.wav,﻿Don't worry she will do it.
twi_clips\twi_clip_201.wav,﻿You can go into the room now.
twi_clips\twi_clip_202.wav,﻿v/
twi_clips\twi_clip_203.wav,﻿Puta am going inside.
twi_clips\twi_clip_204.wav,﻿Take your time as you walk.
twi_clips\twi_clip_205.wav,﻿Take it slowly.
twi_clips\twi_clip_206.wav,﻿How do you see her ?
twi_clips\twi_clip_207.wav,﻿Do you like her
twi_clips\twi_clip_208.wav,﻿Yes I do she's active.
twi_clips\twi_clip_209.wav,﻿Do you think she can do the work ?
twi_clips\twi_clip_210.wav,﻿Didn't you see what she did ?
twi_clips\twi_clip_211.wav,﻿She can do it.
twi_clips\twi_clip_212.wav,﻿Some men find it difficult to enter orgasm.
twi_clips\twi_clip_213.wav,﻿They need to be taken there.
twi_clips\twi_clip_214.wav,﻿She can handle it.
twi_clips\twi_clip_215.wav,﻿
twi_clips\twi_clip_216.wav,﻿Why#re you sitting in the door way ?
twi_clips\twi_clip_217.wav,﻿Give me way.
twi_clips\twi_clip_218.wav,"﻿Stand there,go back."
twi_clips\twi_clip_219.wav,﻿Dad what is it ?
twi_clips\twi_clip_220.wav,﻿You wan to outsmart me and get inside.
twi_clips\twi_clip_221.wav,﻿I will deal with you if you don't tell me who impregnanated you.
twi_clips\twi_clip_222.wav,﻿I've told you I don't know thw man responsible.
twi_clips\twi_clip_223.wav,﻿You will go inside if you don't tell me who he is ?
twi_clips\twi_clip_224.wav,"﻿When did thi start.

What kind of joke is that"
twi_clips\twi_clip_225.wav,﻿Dad I don't like whatr you're doing ?
twi_clips\twi_clip_226.wav,﻿It's my own room I won't allow you to go in.
twi_clips\twi_clip_227.wav,﻿Why do you want to reduce my life span?
twi_clips\twi_clip_228.wav,﻿Where are the spirits that follpwed me h^re ?
twi_clips\twi_clip_229.wav,﻿How is your health ?
twi_clips\twi_clip_230.wav,﻿There#s no improvement.
twi_clips\twi_clip_231.wav,﻿Am always feeling week.
twi_clips\twi_clip_232.wav,﻿I've questioned you many times on the matter.
twi_clips\twi_clip_233.wav,﻿Why don't you want to tell me the truth ?
twi_clips\twi_clip_234.wav,﻿You know how much I love you.
twi_clips\twi_clip_235.wav,﻿Why're you keeping the truth from me ?
twi_clips\twi_clip_236.wav,﻿You know I can't keep anything away from you.
twi_clips\twi_clip_237.wav,﻿Then what is it ?
twi_clips\twi_clip_238.wav,﻿
twi_clips\twi_clip_239.wav,﻿^^x ^
twi_clips\twi_clip_240.wav,﻿
twi_clips\twi_clip_241.wav,"﻿■^^*^^4

^"
twi_clips\twi_clip_242.wav,﻿
twi_clips\twi_clip_243.wav,﻿
twi_clips\twi_clip_244.wav,﻿vs
twi_clips\twi_clip_245.wav,﻿>
twi_clips\twi_clip_246.wav,﻿
twi_clips\twi_clip_247.wav,﻿
twi_clips\twi_clip_248.wav,﻿
twi_clips\twi_clip_249.wav,﻿What is the meaning of your foolish behaviour ?
twi_clips\twi_clip_250.wav,﻿What can't you ask me Politely the reson why am here ?
twi_clips\twi_clip_251.wav,﻿But you're rather insulting me.
twi_clips\twi_clip_252.wav,"﻿It's becuase

I have lost my mind."
twi_clips\twi_clip_253.wav,﻿You're stupid because you were not brought up well at home.
twi_clips\twi_clip_254.wav,﻿Papa what is it ?
twi_clips\twi_clip_255.wav,﻿You have the guts to come to come here after impregnating her.
twi_clips\twi_clip_256.wav,﻿And seizing her from talking.
twi_clips\twi_clip_257.wav,﻿Did .I tell you he's responsible?
twi_clips\twi_clip_258.wav,﻿Give way and let me talk.
twi_clips\twi_clip_259.wav,﻿Talk to your Dad.
twi_clips\twi_clip_260.wav,﻿You've impregnated and have stopped her from talking.
twi_clips\twi_clip_261.wav,﻿Did she tell you am responsible ? - If you're not then wo is ?
twi_clips\twi_clip_262.wav,﻿Didn't you bring her money last time ?
twi_clips\twi_clip_263.wav,﻿And you've told her not to tell anyone
twi_clips\twi_clip_264.wav,﻿you're responsible for her pregnancy.
twi_clips\twi_clip_265.wav,﻿Won't you be happy to have a man like me in your family ?
twi_clips\twi_clip_266.wav,﻿What will do with an Albino.
twi_clips\twi_clip_267.wav,﻿/ ‘
twi_clips\twi_clip_268.wav,﻿
twi_clips\twi_clip_269.wav,﻿
twi_clips\twi_clip_270.wav,﻿
twi_clips\twi_clip_271.wav,﻿^>M^
twi_clips\twi_clip_272.wav,﻿
twi_clips\twi_clip_273.wav,﻿
twi_clips\twi_clip_274.wav,﻿1	^^^™
twi_clips\twi_clip_275.wav,﻿
twi_clips\twi_clip_276.wav,﻿tv
twi_clips\twi_clip_277.wav,﻿Who is that breaking my door ?
twi_clips\twi_clip_278.wav,"﻿Give my money to me,"
twi_clips\twi_clip_279.wav,﻿I was even coming to your place.
twi_clips\twi_clip_280.wav,﻿My place ? - Yes please.
twi_clips\twi_clip_281.wav,﻿Just give me my money .
twi_clips\twi_clip_282.wav,﻿I've given it to my Dad. You've given it to my Dad ?
twi_clips\twi_clip_283.wav,﻿You always promise to pay back when you come for my things.
twi_clips\twi_clip_284.wav,﻿Its been 3 months and you've refuse to pay .
twi_clips\twi_clip_285.wav,﻿It's not my fault I gave the money to my Dad to keep.
twi_clips\twi_clip_286.wav,"﻿He's not around,I will bring it to you when he returns"
twi_clips\twi_clip_287.wav,﻿Please I beg you.
twi_clips\twi_clip_288.wav,"﻿Give me my money.

Am not going to joke with you today."
twi_clips\twi_clip_289.wav,﻿You spoke nicely when you came for the things and promised to pay back.
twi_clips\twi_clip_290.wav,﻿By 4pm if you don't bringmy money you will see the other side of me.
twi_clips\twi_clip_291.wav,﻿Give me up to 6pm please.
twi_clips\twi_clip_292.wav,﻿Madam please I beg you.
twi_clips\twi_clip_293.wav,﻿
twi_clips\twi_clip_294.wav,﻿' ■*
twi_clips\twi_clip_295.wav,﻿
twi_clips\twi_clip_296.wav,﻿
twi_clips\twi_clip_297.wav,﻿
twi_clips\twi_clip_298.wav,﻿r
twi_clips\twi_clip_299.wav,﻿
twi_clips\twi_clip_300.wav,﻿
twi_clips\twi_clip_301.wav,﻿
twi_clips\twi_clip_302.wav,﻿^
twi_clips\twi_clip_303.wav,﻿The spirits are many/
twi_clips\twi_clip_304.wav,﻿You're all welcome Have a seat.
twi_clips\twi_clip_305.wav,﻿All spirits are welcome.
twi_clips\twi_clip_306.wav,﻿You always like to behave abnormal.
twi_clips\twi_clip_307.wav,﻿What have I done ?
twi_clips\twi_clip_308.wav,﻿Yoou're eating without thinking of giving me some.
twi_clips\twi_clip_309.wav,﻿Are you not now returning home ?
twi_clips\twi_clip_310.wav,﻿Don't you know am walking with the spirits for you to serve us ?
twi_clips\twi_clip_311.wav,﻿Should I meet you with the food ?
twi_clips\twi_clip_312.wav,﻿You#re eating and want me to be disgraced in front of my followers?
twi_clips\twi_clip_313.wav,﻿Yours is in there.
twi_clips\twi_clip_314.wav,﻿Didn't I tell you to meet me with the food on the way as come with ther crowd?
twi_clips\twi_clip_315.wav,﻿What do you want the visitors and I to eat when you're eating?
twi_clips\twi_clip_316.wav,﻿Foor God's sake I would have hit you with the chair.
twi_clips\twi_clip_317.wav,﻿You are insane.
twi_clips\twi_clip_318.wav,﻿I've always told you to meet me with the food on the way/
twi_clips\twi_clip_319.wav,﻿some months Later
twi_clips\twi_clip_320.wav,﻿
twi_clips\twi_clip_321.wav,"﻿' ,^«^ „ o"
twi_clips\twi_clip_322.wav,﻿
twi_clips\twi_clip_323.wav,﻿All you know is to be fooling.
twi_clips\twi_clip_324.wav,﻿You seem to be happy with a pregnancy without knowing who is responsible.
twi_clips\twi_clip_325.wav,﻿And also rubbing your tommy everyday
twi_clips\twi_clip_326.wav,﻿
twi_clips\twi_clip_327.wav,﻿
twi_clips\twi_clip_328.wav,﻿I've prepared food for you whatelse do yoou want ?
twi_clips\twi_clip_329.wav,﻿This is the polytene bag that contains your belongings.
twi_clips\twi_clip_330.wav,﻿What is wrong with that?
twi_clips\twi_clip_331.wav,﻿You're also pregnant on top.
twi_clips\twi_clip_332.wav,"﻿At your age,you gave yourself to a man."
twi_clips\twi_clip_333.wav,﻿to sleep with you and yet can't tell who it is.
twi_clips\twi_clip_334.wav,﻿Till now you can't tell who impregnated you.
twi_clips\twi_clip_335.wav,﻿This are your things.
twi_clips\twi_clip_336.wav,﻿Those are your things' in the polythene bag.
twi_clips\twi_clip_337.wav,﻿Those are y ur things in the polythene bag.
twi_clips\twi_clip_338.wav,﻿Dad what is it ? Take them-and leave.
twi_clips\twi_clip_339.wav,﻿You can't stay here.
twi_clips\twi_clip_340.wav,"﻿Dad stop joking, where do I go with this ?"
twi_clips\twi_clip_341.wav,﻿I swear by Heaven and Earth you will not stay in this house.
twi_clips\twi_clip_342.wav,﻿You can go any where you like. - Dad stop that.
twi_clips\twi_clip_343.wav,﻿A grown up like you don't who impregnated you.
twi_clips\twi_clip_344.wav,﻿Dad I have told you I don't know the man.
twi_clips\twi_clip_345.wav,﻿Then you will go to the man who impregnated you.
twi_clips\twi_clip_346.wav,﻿You won't stay in this house today.
twi_clips\twi_clip_347.wav,"﻿Dad,"
twi_clips\twi_clip_348.wav,﻿You won't stay here today that's I've given your things to you.
twi_clips\twi_clip_349.wav,﻿Get up and go.
twi_clips\twi_clip_350.wav,﻿Get up and go.
twi_clips\twi_clip_351.wav,﻿Stop the stupidity and go any where you like.
twi_clips\twi_clip_352.wav,﻿Papa stop the Joke Don't Cl8se the door.
twi_clips\twi_clip_353.wav,﻿Papa where do I go And who am I going to stay with ?
twi_clips\twi_clip_354.wav,﻿Papa/
twi_clips\twi_clip_355.wav,﻿Don't break the door.
twi_clips\twi_clip_356.wav,﻿Papa what you're doing to me is wrong.
twi_clips\twi_clip_357.wav,﻿Which relative am I going to stay with ?
twi_clips\twi_clip_358.wav,﻿
twi_clips\twi_clip_359.wav,﻿
twi_clips\twi_clip_360.wav,﻿
twi_clips\twi_clip_361.wav,﻿
twi_clips\twi_clip_362.wav,﻿0
twi_clips\twi_clip_363.wav,﻿V
twi_clips\twi_clip_364.wav,﻿
twi_clips\twi_clip_365.wav,﻿
twi_clips\twi_clip_366.wav,﻿
twi_clips\twi_clip_367.wav,﻿I want to ask you a question.
twi_clips\twi_clip_368.wav,﻿For the sake of God tell me the truth.
twi_clips\twi_clip_369.wav,﻿Who impregnated you ?
twi_clips\twi_clip_370.wav,﻿Boss I don;t know the person.
twi_clips\twi_clip_371.wav,"﻿I,ve said that many times."
twi_clips\twi_clip_372.wav,﻿Boss do you think I will keep mute over the pains am going through.
twi_clips\twi_clip_373.wav,﻿If I knew the man who impregnated me ?
twi_clips\twi_clip_374.wav,﻿Boss I don't know him.
twi_clips\twi_clip_375.wav,﻿If you couldn't hear the rain falling because you were asleep.
twi_clips\twi_clip_376.wav,﻿Didn't you see the ground wet when you woke up ?
twi_clips\twi_clip_377.wav,﻿You disdraced me in front of your Dad.
twi_clips\twi_clip_378.wav,"﻿Your Dad respects me a lot. And can hardly talks at me,"
twi_clips\twi_clip_379.wav,﻿He has the right to talk to me in such a manner.
twi_clips\twi_clip_380.wav,﻿Your friend Apaw stopped coming here after you fell sick.
twi_clips\twi_clip_381.wav,﻿The wonders that never happens on earth is what has happened with you.
twi_clips\twi_clip_382.wav,﻿
