Twi Audio Clip,English Text
twi_clips\twi_clip_090.wav,There are some stuffs oing on i want o Taka know • •'
twi_clips\twi_clip_091.wav,It's all about the pastor and his wife.
twi_clips\twi_clip_092.wav,1 weft to the r ouse myself.
twi_clips\twi_clip_093.wav,To advice the wo a at her behaviour bringing shame to the church.
twi_clips\twi_clip_094.wav,You should've seen vhat happene-.
twi_clips\twi_clip_095.wav,He insulted me and ent me out of the
twi_clips\twi_clip_096.wav,I don't reallyore about her \ cisrespec-ting me because i'm her husb’and's assistant.
twi_clips\twi_clip_097.wav,I don't really care .about her disrespecting me ^cause i'm her husband's assistant.
twi_clips\twi_clip_098.wav,"Even if she doesn't respect me,she should respect her husband at least."
twi_clips\twi_clip_099.wav,"We are lucky this isi ° l^si)igotten to the headquarters,because-if -itxdoes.."
twi_clips\twi_clip_100.wav,.. astor will be in(tr;oub e.
twi_clips\twi_clip_101.wav,So i called you to tell you that thisjs ;hat is going on.
twi_clips\twi_clip_102.wav,"So as memebers of t e wo en's fellowship,! want yo to advice her."
twi_clips\twi_clip_103.wav,"ife,w are pleading with you that o b io r s bringing hame to the church."
twi_clips\twi_clip_104.wav,f t b members have even left the chur X
twi_clips\twi_clip_105.wav,Most of the women have stop women fellowship because of yo
twi_clips\twi_clip_106.wav,"f o go out for evangelism,nobody wants o iste because f your beha iour as a pastor's wife."
twi_clips\twi_clip_107.wav,"I will plead with you :nar g^^®© pastor has wronged you in,-an"
twi_clips\twi_clip_108.wav,"..tell us,for s to settle it."
twi_clips\twi_clip_109.wav,"Or if it's the members,we can call them a d settle he issue."
twi_clips\twi_clip_110.wav,Because this a iour of yours is affecting hie church.
twi_clips\twi_clip_111.wav,B Gause this behaviour of yours is ffecting the - urch. 1
twi_clips\twi_clip_112.wav,Pastor's wife.
twi_clips\twi_clip_113.wav,"Talk,because you are making^npise."
twi_clips\twi_clip_114.wav,"Like my sister sa d, eople are talking about rb lour out there."
twi_clips\twi_clip_115.wav,So please change your'wJysXiecause it's really affecting t e churchy
twi_clips\twi_clip_116.wav,"If the pastor is at a It,you can come o us for us to call him and talk to hi ."
twi_clips\twi_clip_117.wav,"If you are the head of a department in sfjursri,!^ -j huga ^ ^"
twi_clips\twi_clip_118.wav,"If you are the head of a department-in church,it's a huge task."
twi_clips\twi_clip_119.wav,Are you done?
twi_clips\twi_clip_120.wav,"If i knew you called me here because of this nonse se,i wpuldn't have come."
twi_clips\twi_clip_121.wav,Which people are spreading rumours about me?
twi_clips\twi_clip_122.wav,I don't need you.
twi_clips\twi_clip_123.wav,I don't even need your head pastorjet alone you.
twi_clips\twi_clip_124.wav,I just wanted ou to witness this.
twi_clips\twi_clip_125.wav,I belie e ther s ore to this.
twi_clips\twi_clip_126.wav,There's more to it because she wasn't like
twi_clips\twi_clip_127.wav,"What will • i , o pray."
twi_clips\twi_clip_128.wav,I believe whate e -ha is hidden will be
twi_clips\twi_clip_129.wav,I believe whatever that is hidden will be revealed.
twi_clips\twi_clip_130.wav,^^
twi_clips\twi_clip_131.wav,ï»¿
twi_clips\twi_clip_132.wav,ï»¿
twi_clips\twi_clip_133.wav,"' ,;M J^'' V5’"
twi_clips\twi_clip_134.wav,ï»¿
twi_clips\twi_clip_135.wav,ow are you7
twi_clips\twi_clip_136.wav,Km ok.
twi_clips\twi_clip_137.wav,What is it tbat'you really want7
twi_clips\twi_clip_138.wav,(>i
twi_clips\twi_clip_139.wav,Wh-dtls k?
twi_clips\twi_clip_140.wav,Why won't yop allow her to^get marrie ?
twi_clips\twi_clip_141.wav,Why won't yju allo her.to’get married? ■ ^^ *^	•—
twi_clips\twi_clip_142.wav,*
twi_clips\twi_clip_143.wav,I'm looking fo a horse to slaughter.
twi_clips\twi_clip_144.wav,You have to be very careful.
twi_clips\twi_clip_145.wav,ï»¿
twi_clips\twi_clip_146.wav,Cl
twi_clips\twi_clip_147.wav,God being so good she has found someone who wants to marry her but he is sick.
twi_clips\twi_clip_148.wav,h? don't you want her to go and take are f im?
twi_clips\twi_clip_149.wav,I'm talking to you.
twi_clips\twi_clip_150.wav,What is it?
twi_clips\twi_clip_151.wav,D you really hear yourself?
twi_clips\twi_clip_152.wav,"‘If you were wiseenoug ,you wouldn't come .ere an say this."
twi_clips\twi_clip_153.wav,is it me you are talking to like this7
twi_clips\twi_clip_154.wav,Who are you?
twi_clips\twi_clip_155.wav,I'm somebody.
twi_clips\twi_clip_156.wav,You are somebody like w o?
twi_clips\twi_clip_157.wav,What is it? What's the noise all about?
twi_clips\twi_clip_158.wav,Come and listen to the nonsense he is telling me.
twi_clips\twi_clip_159.wav,You wouldn't tell me what you are telling me if you were wise.
twi_clips\twi_clip_160.wav,"If she was daughter,would ypu ask her to go and live with a man7"
twi_clips\twi_clip_161.wav,Is she not old enough?
twi_clips\twi_clip_162.wav,/w aiiilwii^ uJ^ irjou^i
twi_clips\twi_clip_163.wav,You are not part of this family.
twi_clips\twi_clip_164.wav,Aren't you my father's child?
twi_clips\twi_clip_165.wav,My went to flirtaround' nd'gave birth to you if you don’t know.
twi_clips\twi_clip_166.wav,"Your mother was not married,you are a bastard."
twi_clips\twi_clip_167.wav,^0 q o q o©t p#;of ©s0
twi_clips\twi_clip_168.wav,"^oTi aYe lucky my father left huua^tji-j^ wiy you h-jva -i pfeca tu'Jiya,"
twi_clips\twi_clip_169.wav,Is that what you are telling me?
twi_clips\twi_clip_170.wav,If i were really your sister you won't tell my daughter to go into that.
twi_clips\twi_clip_171.wav,IS shi a child?
twi_clips\twi_clip_172.wav,ï»¿
twi_clips\twi_clip_173.wav,How old is she9
twi_clips\twi_clip_174.wav,Get out of this ho se.
twi_clips\twi_clip_175.wav,Calm down.
twi_clips\twi_clip_176.wav,Dwj'i owns hye yjd alk rn/ fynll/ ksuy;
twi_clips\twi_clip_177.wav,1 wmj'j li-jvi till pu yl/i rna -j ytw'J •iniwar.
twi_clips\twi_clip_178.wav,"You wantan-answeryforimy daughter, o-gp and live with that-sickien"
twi_clips\twi_clip_179.wav,ï»¿
twi_clips\twi_clip_180.wav,ï»¿
twi_clips\twi_clip_181.wav,iet out.
twi_clips\twi_clip_182.wav,■' ^‘ ‘-^ ‘
twi_clips\twi_clip_183.wav,Wha^dcTyouxreally want7
twi_clips\twi_clip_184.wav,ï»¿
twi_clips\twi_clip_185.wav,"■/ Ifyou were not my father's child,i ..'.’jfeld've.'slapped^U! ~"
twi_clips\twi_clip_186.wav,ï»¿
twi_clips\twi_clip_187.wav,My father left you with that big house^so.. ._
twi_clips\twi_clip_188.wav,ï»¿
twi_clips\twi_clip_189.wav,So you are envious of the house myjather ...
twi_clips\twi_clip_190.wav,ï»¿
twi_clips\twi_clip_191.wav,Stgp'talkjngxand go.
twi_clips\twi_clip_192.wav,
twi_clips\twi_clip_193.wav,Ypu want.to'destroy my daughter
twi_clips\twi_clip_194.wav,ï»¿
twi_clips\twi_clip_195.wav,I '.would've sent her away if she'-was not my. . ' daughter.
twi_clips\twi_clip_196.wav,"It's enough,just go."
twi_clips\twi_clip_197.wav,Where are you going7
twi_clips\twi_clip_198.wav,It's ok.
twi_clips\twi_clip_199.wav,What bible verse did the pastor quote from7
twi_clips\twi_clip_200.wav,How can an angry person read a bible?
twi_clips\twi_clip_201.wav,"All he said was,we shouldn’t get angry for"
twi_clips\twi_clip_202.wav,You need to have patience and investigate any issue that comes.
twi_clips\twi_clip_203.wav,What waslhe meaning of what you just did?
twi_clips\twi_clip_204.wav,"Stop what you are saying,i thought you were eve'"" coming to tell me something nice."
twi_clips\twi_clip_205.wav,So.ilm-talking-nonsense?
twi_clips\twi_clip_206.wav,mummy's behaviour?
twi_clips\twi_clip_207.wav,I intentionally sent you to bring your other uncle.
twi_clips\twi_clip_208.wav,"For us to talk to your mum,and you just start the meeting without me."
twi_clips\twi_clip_209.wav,Is that what you are saying? You are a fool.
twi_clips\twi_clip_210.wav,"Instead of you to talk sense into her,you sent her to call her uncle."
twi_clips\twi_clip_211.wav,ï»¿
twi_clips\twi_clip_212.wav,Because of that i'm.a fool?
twi_clips\twi_clip_213.wav,I want a bigger one.
twi_clips\twi_clip_214.wav,How are you?
twi_clips\twi_clip_215.wav,> o< 0
twi_clips\twi_clip_216.wav,/	Where are-ypu:$p'^
twi_clips\twi_clip_217.wav,My mum senFnlg'.
twi_clips\twi_clip_218.wav,"""SH$'is'.ti""n'£"
twi_clips\twi_clip_219.wav,Sen j h’er my-r.e'^ar.cfs'.
twi_clips\twi_clip_220.wav,"We tnank God,you've agreed for Cin o marjyGeorge."
twi_clips\twi_clip_221.wav,pJ/ 'J'j'jyiltar £flndy?
twi_clips\twi_clip_222.wav,te ^ase.
twi_clips\twi_clip_223.wav,'ilh/ do /on -i^
twi_clips\twi_clip_224.wav,Sometimes i see bro Chief in that house.
twi_clips\twi_clip_225.wav,Real y.he goes there7
twi_clips\twi_clip_226.wav,He goes to pray for him with some asters.
twi_clips\twi_clip_227.wav,go there more sten?
twi_clips\twi_clip_228.wav,I’ve seen him three times t ere.
twi_clips\twi_clip_229.wav,I agreed to it because Gea: GOjriigofJi s getting /.ors
twi_clips\twi_clip_230.wav,"Send your mu""' ^f^ga^fe."
twi_clips\twi_clip_231.wav,Please don't tell im i sai anything.
twi_clips\twi_clip_232.wav,17/wj'r ^/ ijfjyiijJrjg.
twi_clips\twi_clip_233.wav,•wn brother .betrays me.
twi_clips\twi_clip_234.wav,n.ia^s-i:^.-
twi_clips\twi_clip_235.wav,Is it wrong i Galled you?'
twi_clips\twi_clip_236.wav,Why^are you'Galling meZWhafdo ypu .vant?
twi_clips\twi_clip_237.wav,Am i our sister?
twi_clips\twi_clip_238.wav,A'm your relative9
twi_clips\twi_clip_239.wav,Stop what you are doing7
twi_clips\twi_clip_240.wav,ow can you tell me that just because called you?Aren't you my sister?
twi_clips\twi_clip_241.wav,"If i were your sister,you would'fa us daughter into.a'ditch."
twi_clips\twi_clip_242.wav,So you are ending.the good-ueiabonship v.e have becaT^eTU 4his?
twi_clips\twi_clip_243.wav,You d n't want the b^ - e.
twi_clips\twi_clip_244.wav,W.e.are from the same er
twi_clips\twi_clip_245.wav,"If we are formith'elsame.Viar,e_nfs.affcl vou are a fool/i‘needito,jpakeyo.U'Wise."
twi_clips\twi_clip_246.wav,You know very well tha • we wanLth'e man abroad to come'and marry Gindv.
twi_clips\twi_clip_247.wav,And if we are fightingYfdri her not'to liv
twi_clips\twi_clip_248.wav,I want/he bpstjor .erps:®©^
twi_clips\twi_clip_249.wav,"I don't blamte you,because.y;o ’ ? Y gotten a girl pregnan Sat ocr o"
twi_clips\twi_clip_250.wav,You don't have a chHd'S'd ypurhave no compassion.
twi_clips\twi_clip_251.wav,Has it goften to that-?
twi_clips\twi_clip_252.wav,"I'm telling you thetruth,y'(Ju Ji3ve.no compassion."
twi_clips\twi_clip_253.wav,"If you had a child who'w s tnisb hay.igg like this,you would iTa^ic-onipa s'o r e-"
twi_clips\twi_clip_254.wav,Is she.npt-my’niece?
twi_clips\twi_clip_255.wav,ï»¿
twi_clips\twi_clip_256.wav,Ep^Hiyda-g z<’.-n.c her to
twi_clips\twi_clip_257.wav,r;;e v;ash'ed my hands off henycu eai take
twi_clips\twi_clip_258.wav,its .oj’wfio is.desperate ora -hik
twi_clips\twi_clip_259.wav,I've take’
twi_clips\twi_clip_260.wav,Why -jra you chi-; 'Jlrrkuk?
twi_clips\twi_clip_261.wav,fsirjgirjg A WWSW SDrJSj
twi_clips\twi_clip_262.wav,ï»¿
twi_clips\twi_clip_263.wav,"We_are;b'e i in the,seven days fasting and r ""ers today."
twi_clips\twi_clip_264.wav,"We are pr' in tio God for divine stren th ,d_p oection."
twi_clips\twi_clip_265.wav,or our r thert :get‘-'his healing.
twi_clips\twi_clip_266.wav,"In fesus/r 'me,let's pray."
twi_clips\twi_clip_267.wav,ï»¿
twi_clips\twi_clip_268.wav,"The evil spirit fighting againstthe young, man,is also dwelling in my. wife."
twi_clips\twi_clip_269.wav,You all .saw how she was be aving recently.
twi_clips\twi_clip_270.wav,"f she has been touche *o, the^rstday"
twi_clips\twi_clip_271.wav,A-.wh cast away any spirit id er.
twi_clips\twi_clip_272.wav,(PASTOR P..A ING$
twi_clips\twi_clip_273.wav,^efp h?Hatnd;jp;
twi_clips\twi_clip_274.wav,"Thank God,she is saved."
twi_clips\twi_clip_275.wav,■ncN believe God will do the rest.
twi_clips\twi_clip_276.wav,"As we have started well,God will lead us to a good finish."
twi_clips\twi_clip_277.wav,Let's all pray or oyr^r tlierS.
twi_clips\twi_clip_278.wav,ï»¿
twi_clips\twi_clip_279.wav,*p
twi_clips\twi_clip_280.wav,ï»¿
twi_clips\twi_clip_281.wav,*li
twi_clips\twi_clip_282.wav,Is this not Mr Menash's phone.
twi_clips\twi_clip_283.wav,He is my in law.
twi_clips\twi_clip_284.wav,He is marrje'd to my daughter.
twi_clips\twi_clip_285.wav,Young lady take your time and talk to me.
twi_clips\twi_clip_286.wav,What is it?
twi_clips\twi_clip_287.wav,"Take your time and talk,are we fighting?"
twi_clips\twi_clip_288.wav,"You are talking on someone's phone,you don't-know me,so don't shout n me."
twi_clips\twi_clip_289.wav,Mr Mensah is married?
twi_clips\twi_clip_290.wav,I'm listening.
twi_clips\twi_clip_291.wav,ï»¿
twi_clips\twi_clip_292.wav,Let-me alk to im if he is around you.
twi_clips\twi_clip_293.wav,Young ladyj'm not a c-hild ok.
twi_clips\twi_clip_294.wav,"I might even be your mother's age,so take your time and talk.to me."
twi_clips\twi_clip_295.wav,"live heard you,it's enough."
twi_clips\twi_clip_296.wav,"Ifc’enough,you're still talking."
twi_clips\twi_clip_297.wav,hat is it?
twi_clips\twi_clip_298.wav,"It's ok,i've heard you."
twi_clips\twi_clip_299.wav,I've heard you. Thank y.u.
twi_clips\twi_clip_300.wav,It's ok.
twi_clips\twi_clip_301.wav,So Mr. Mensah has a wife?
twi_clips\twi_clip_302.wav,Is that how men are?
twi_clips\twi_clip_303.wav,"So he wanted to marry my daughter and keep e here, >hilehe will be with his wife abroad."
twi_clips\twi_clip_304.wav,Is that how men are?
twi_clips\twi_clip_305.wav,How will i explain this?
twi_clips\twi_clip_306.wav,They love themselves but i was disagreeing with them;
twi_clips\twi_clip_307.wav,I was pushing my daughter'into a ditch.
twi_clips\twi_clip_308.wav,(SINGING A WORSHIP SONG)
twi_clips\twi_clip_309.wav,Today is Jie ast day of the se en days astJng and prayers.
twi_clips\twi_clip_310.wav,We are committing our brother unto thy care efore we move there.
twi_clips\twi_clip_311.wav,May the healing of the Lord visit him even . before^ve getwre?1 q
twi_clips\twi_clip_312.wav,May the dealing o the Lord visit him even before:we get there.
twi_clips\twi_clip_313.wav,ï»¿
twi_clips\twi_clip_314.wav,PASTOR PRA ING)
twi_clips\twi_clip_315.wav,ï»¿
twi_clips\twi_clip_316.wav,ï»¿
twi_clips\twi_clip_317.wav,ï»¿
twi_clips\twi_clip_318.wav,ï»¿
twi_clips\twi_clip_319.wav,MfJG ArrWSUTES TO CHIEF PWEa 51$)
twi_clips\twi_clip_320.wav,ï»¿
twi_clips\twi_clip_321.wav,ï»¿
twi_clips\twi_clip_322.wav,ï»¿
twi_clips\twi_clip_323.wav,ï»¿
twi_clips\twi_clip_324.wav,ï»¿
twi_clips\twi_clip_325.wav,ï»¿
twi_clips\twi_clip_326.wav,ï»¿
twi_clips\twi_clip_327.wav,Ve are going to pray for him.
twi_clips\twi_clip_328.wav,We arg^going to-;praVor nim.
twi_clips\twi_clip_329.wav,for Swl1^ M-jl Md.
twi_clips\twi_clip_330.wav,ï»¿
twi_clips\twi_clip_331.wav,-. '•»..*•>■•-
twi_clips\twi_clip_332.wav,4* ^
twi_clips\twi_clip_333.wav,ï»¿
twi_clips\twi_clip_334.wav,ï»¿
twi_clips\twi_clip_335.wav,ï»¿
twi_clips\twi_clip_336.wav,-^l?^^
twi_clips\twi_clip_337.wav,ï»¿
twi_clips\twi_clip_338.wav,ï»¿
twi_clips\twi_clip_339.wav,Mining to w.
twi_clips\twi_clip_340.wav,Stand by me and let Te win.
twi_clips\twi_clip_341.wav,.Ipyou help me wi
twi_clips\twi_clip_342.wav,promise to sacrifice a big s
twi_clips\twi_clip_343.wav,; *2S.
twi_clips\twi_clip_344.wav,Get up /arno
twi_clips\twi_clip_345.wav,.GetAJ [Twarriors^
twi_clips\twi_clip_346.wav,
twi_clips\twi_clip_347.wav,ï»¿
twi_clips\twi_clip_348.wav,How are you7
twi_clips\twi_clip_349.wav,I'm fine. You ^e ?3i^ e.
twi_clips\twi_clip_350.wav,We are coming to pray to ■ od forihis divine healiRg o im.
twi_clips\twi_clip_351.wav,Today is the last day of the fasting and prayers we did.
twi_clips\twi_clip_352.wav,We will pray for a new strength to enter into him.
twi_clips\twi_clip_353.wav,Let's pray.
twi_clips\twi_clip_354.wav,(PASTOR PRAYING)
twi_clips\twi_clip_355.wav,wi^:^ CriA'jrrij'jgj
twi_clips\twi_clip_356.wav,i
twi_clips\twi_clip_357.wav,What i your name.
twi_clips\twi_clip_358.wav,What do you need my name fd ?
twi_clips\twi_clip_359.wav,What is your nanTe?
twi_clips\twi_clip_360.wav,My name is Prah.
twi_clips\twi_clip_361.wav,ou have a name of the ods.
twi_clips\twi_clip_362.wav,You have to worship the pds.
twi_clips\twi_clip_363.wav,I won't do that.
twi_clips\twi_clip_364.wav,"Yob have to be in a shnne,you are here making noise."
twi_clips\twi_clip_365.wav,You were named after a god you need to worship.
twi_clips\twi_clip_366.wav,Who told ' ou?
twi_clips\twi_clip_367.wav,I'm suffering and you . there filing me.
twi_clips\twi_clip_368.wav,I feel very hot.
twi_clips\twi_clip_369.wav,""" Show them what"
twi_clips\twi_clip_370.wav,"I'm dying here,stop making, noise."
twi_clips\twi_clip_371.wav,ï»¿
twi_clips\twi_clip_372.wav,ï»¿
twi_clips\twi_clip_373.wav,Get up in Jesus name.
twi_clips\twi_clip_374.wav,It's God w o deserves all the th n's nd praba.
twi_clips\twi_clip_375.wav,ere t
twi_clips\twi_clip_376.wav,God
twi_clips\twi_clip_377.wav,God jha aved im;
twi_clips\twi_clip_378.wav,Ishe healed7
twi_clips\twi_clip_379.wav,'I'm healed.
twi_clips\twi_clip_380.wav,The most important thing is to come to church regularly.
twi_clips\twi_clip_381.wav,The bible says if an evil spirit leaves ne bGdy..it doesn't go far away.
twi_clips\twi_clip_382.wav,You are repeating'this again.
twi_clips\twi_clip_383.wav,Yes i'm r eating it.
twi_clips\twi_clip_384.wav,"It hi e ,so when t omes back and the body is wea ,it enters again."
twi_clips\twi_clip_385.wav,You have to worship God with seriousness.
twi_clips\twi_clip_386.wav,"From now-goi g,do' everything possible to arry her."
twi_clips\twi_clip_387.wav,"Yo havp to understand that in this ife,n • ody forgives easily."
twi_clips\twi_clip_388.wav,"There are evil people arp nd,so everybody needs to walk in the path-qf righteousness."
twi_clips\twi_clip_389.wav,It is God <0/1 a e you prosper in
twi_clips\twi_clip_390.wav,Pastor even if he r pgs one bottle of drink i will accept it.
twi_clips\twi_clip_391.wav,"T e e are n’o drinks in this,they are -etting married in the church."
twi_clips\twi_clip_392.wav,I ylll su/w: by ;;^u;; shaOs my bl;
twi_clips\twi_clip_393.wav,*4
twi_clips\twi_clip_394.wav,ï»¿
twi_clips\twi_clip_395.wav,Wait-for me.
twi_clips\twi_clip_396.wav,<9 - ^ v'. ^
twi_clips\twi_clip_397.wav,I will call her.
twi_clips\twi_clip_398.wav,What is it?
twi_clips\twi_clip_399.wav,"I'm pleading on their behalf,forgive them."
twi_clips\twi_clip_400.wav,Even God accepted me back whe He healed me and i never went to church again.
twi_clips\twi_clip_401.wav,Who are we not to accept them.
twi_clips\twi_clip_402.wav,We also have to forgive'Iherp.
twi_clips\twi_clip_403.wav,Forgive them for all they did.
twi_clips\twi_clip_404.wav,Get up.
twi_clips\twi_clip_405.wav,(M an g^i /nurrted.
twi_clips\twi_clip_406.wav,•Thank youm m.
twi_clips\twi_clip_407.wav,Th^ 15 nt> /' ad dnjjyl/iy inis 1
twi_clips\twi_clip_408.wav,I Gan^t marry my^wnidaught-er.
twi_clips\twi_clip_409.wav,"What i'v,e seen and heard cannot be explained."
twi_clips\twi_clip_410.wav,"A'llVc-an say is tliat,you.shw'd’qet married."
twi_clips\twi_clip_411.wav,Well said.
twi_clips\twi_clip_412.wav,r
twi_clips\twi_clip_413.wav,Thank you for agreeing to it.
